16
880 858
192 267 119
762 505 -654
73 581 -435
186 473 -32
222 713 530
59 244 547
747 693 381
79 512 141
449 898 456
76 477 -434
600 81 -125
890 387 46
3 663 -189
695 827 108
364 41 260
474 427 150
738 282 765
448 480 990
642 33 830
231 481 956
681 549 747
585 885 -988
854 737 -293
765 482 563
572 696 255
309 921 722
157 405 -105
886 159 414
332 370 620
190 695 444
245 564 -931
463 700 -34
865 46 80
671 640 947
597 242 -758
319 846 174
948 48 -673
247 522 -955
511 527 -770
542 649 -809
141 46 789
682 181 672
563 16 -825
670 254 -393
569 255 -121
218 937 -745
305 451 246
559 887 -855
370 573 589
209 230 250
906 465 845
405 516 392
948 3 225
383 351 183
831 425 471
211 390 709
434 39 457
503 601 990
366 93 -84
160 471 -329
159 508 134
712 546 -979
918 253 87
200 332 -259
189 102 220
72 423 -602
439 872 177
291 652 -947
559 937 -829
873 176 746
947 583 -351
46 728 -862
272 294 303
166 683 -967
201 647 452
743 170 979
39 4 -380
738 169 -779
616 603 766
497 344 431
749 840 -740
80 781 723
334 335 -593
660 354 127
708 465 -833
29 85 869
103 789 340
221 50 168
864 65 181
290 386 -623
570 128 482
547 738 -505
715 767 -919
927 813 -979
578 464 307
708 877 -208
852 850 464
413 455 553
380 42 -231
146 277 444
369 146 295
657 357 849
409 766 -276
593 568 613
440 646 -279
689 149 -532
952 82 -753
917 176 -837
413 303 283
709 702 -799
835 380 731
259 837 -938
270 58 139
667 157 -839
674 291 820
232 370 295
182 719 -167
525 858 985
491 910 -922
340 925 735
355 656 -111
643 349 593
949 749 161
743 527 -754
471 109 876
739 487 377
745 809 540
343 54 422
398 686 -72
560 25 650
947 904 711
562 446 555
27 754 -111
668 568 -317
329 582 -914
584 506 673
686 341 292
836 844 346
342 585 -903
829 793 -266
233 291 -86
704 681 -4
212 428 910
548 560 -165
358 374 310
410 198 779
451 406 836
257 61 -411
590 476 291
407 585 207
144 707 352
864 282 -352
769 504 109
395 525 -354
833 308 58
832 794 -687
145 609 540
245 17 -378
648 936 29
387 106 885
67 805 -246
918 716 -87
324 248 488
246 494 409
304 730 -688
398 559 -447
819 564 -176
667 324 926
321 940 -780
197 568 -926
255 733 -378
620 771 -182
395 73 499
883 900 977
261 243 911
405 648 -576
712 744 808
281 187 108
21 833 -793
371 385 -765
687 828 868
284 265 331
130 449 -124
910 423 244
557 776 -110
361 37 452
743 950 66
888 20 -664
644 386 -907
801 930 -705
497 837 -269
153 729 -411
593 8 -652
230 906 -329
607 54 964
142 711 -304
195 898 747
445 674 572
634 630 520
857 88 526
213 61 53
450 869 -471
920 508 161
848 693 -262
452 460 -846
338 235 -24
196 391 -453
334 329 -547
811 575 971
664 707 327
479 240 -900
512 137 -798
806 16 563
375 555 891
586 732 298
429 549 259
90 952 -611
219 597 4
886 822 -617
702 396 -881
327 360 56
235 408 28
946 415 -589
818 332 538
399 47 883
467 586 -499
774 838 -722
417 529 419
716 85 345
50 513 51
861 208 -102
484 350 882
738 598 -578
507 390 928
773 716 105
298 131 -587
91 39 341
683 98 437
659 185 -868
380 480 -20
468 725 526
469 539 538
207 950 250
827 273 424
655 694 -983
342 892 -393
932 297 -803
720 320 -945
337 209 902
400 24 532
312 23 -920
641 891 707
728 143 703
804 202 857
799 793 -274
490 618 -78
553 795 -805
566 260 30
632 382 576
802 526 -90
94 282 375
399 642 -639
469 331 -194
290 706 131
188 920 -852
387 905 125
387 149 -52
539 742 115
515 513 -156
830 225 3
291 133 -349
942 465 -893
126 97 606
207 902 385
299 56 -934
140 260 -71
11 17 -84
398 780 48
902 218 520
441 387 396
579 5 675
491 420 692
403 253 -444
172 627 -182
236 129 590
849 200 -864
394 162 918
181 77 -203
947 235 -381
28 616 -27
2 44 -740
664 690 -379
715 175 716
939 496 -330
911 712 25
9 84 421
140 865 -623
908 269 244
838 770 -507
86 127 858
150 102 622
741 386 520
133 813 982
797 440 11
348 490 872
282 560 -494
423 354 -277
745 242 570
318 296 -556
728 547 -839
716 766 609
897 254 17
124 486 212
618 365 707
113 641 -762
220 488 -469
505 80 -348
382 35 733
230 423 856
385 405 157
546 194 759
355 443 154
944 448 -168
476 385 -54
25 191 75
332 585 -704
811 58 777
725 49 -553
749 494 -317
406 392 81
182 137 631
733 913 849
869 804 -934
185 674 -453
689 48 -594
350 818 906
91 216 130
285 320 -114
143 695 -510
267 413 -596
199 262 462
506 689 -849
740 765 114
193 132 486
17 762 -604
183 892 -368
152 904 88
153 934 -86
366 232 -683
853 759 -100
852 17 85
522 669 434
301 817 523
626 292 416
356 946 -439
391 439 -278
721 700 -643
394 108 335
380 269 699
679 881 -853
600 686 808
623 786 183
587 324 951
688 793 346
442 906 699
708 247 -543
442 333 272
406 196 530
619 910 691
784 490 440
187 383 -963
104 869 -225
792 198 117
789 176 419
400 626 421
514 939 -139
786 72 963
77 471 85
763 350 -872
499 745 -812
940 306 -121
197 450 597
463 384 -149
77 785 491
842 597 -769
774 547 250
331 801 782
758 926 724
446 668 590
425 876 -433
604 771 230
167 873 556
650 326 -761
292 338 65
243 416 -933
553 617 -16
159 26 -335
179 856 -227
585 635 -876
400 793 -754
822 120 649
139 77 935
491 739 -261
52 734 160
67 431 954
560 103 4
39 881 58
631 387 869
110 269 856
725 27 822
119 631 75
529 896 -45
458 395 -644
688 136 -735
904 308 -314
866 822 683
490 537 392
19 680 174
109 381 156
282 831 -276
309 416 -531
11 476 -45
521 3 -1
152 774 -215
691 483 -69
787 463 933
851 594 621
34 361 -510
111 855 756
483 120 -298
876 661 -607
417 196 -352
28 727 -122
373 518 618
241 225 152
814 278 -537
811 723 130
347 329 573
829 515 894
63 559 26
165 41 -829
855 748 941
603 600 -368
97 591 778
391 761 431
115 268 208
272 696 -596
772 70 -575
91 663 374
431 448 -611
490 679 420
658 707 -353
452 222 851
503 125 -153
772 40 964
250 65 107
593 387 882
259 215 -551
706 272 910
330 896 -12
224 136 962
169 367 -529
596 473 962
128 334 -375
322 887 354
218 18 780
661 935 -765
940 860
387 929 783
766 157 -270
6 803 -85
86 306 -751
232 602 628
302 750 -129
63 474 -347
127 283 15
848 753 152
164 288 -602
151 753 695
630 756 -98
841 544 -413
129 20 629
804 673 2
578 618 -336
391 22 811
312 304 -905
316 830 695
933 614 -339
454 235 -686
728 571 -3
9 680 -977
714 209 -310
263 318 193
888 269 -650
561 321 678
842 353 -928
922 882 -770
90 632 -954
918 334 -445
833 55 -468
850 216 -896
682 898 -96
640 937 682
745 543 -237
828 509 269
858 586 639
506 77 353
174 615 -890
358 701 132
399 274 -79
642 314 -766
126 299 -926
685 139 741
1 796 -531
154 378 729
598 108 154
45 799 -550
420 478 -907
411 343 -361
384 834 -975
7 882 659
823 839 496
657 753 -39
415 307 -218
802 248 -637
805 676 -121
712 894 100
791 252 -929
2 289 -387
499 669 -189
872 614 662
1 757 -887
883 383 -746
939 338 212
794 66 316
431 461 -694
757 779 -754
810 893 -296
229 749 631
385 169 861
767 576 519
181 908 -32
321 680 114
421 517 -959
149 103 -104
709 532 -722
541 304 669
462 771 794
900 195 -88
296 654 -715
840 663 592
83 828 497
352 799 402
358 866 428
267 92 -668
530 160 938
694 442 737
148 934 776
83 751 -852
899 621 -707
816 578 -883
308 692 -586
677 179 595
293 360 -583
906 937 640
846 176 -123
759 22 -807
704 940 -334
367 921 371
306 549 133
755 863 390
477 295 376
106 433 602
197 574 593
202 939 -647
758 490 -358
493 649 -952
555 834 -143
204 679 760
840 423 582
431 712 -110
841 586 -478
243 35 -550
719 91 842
932 866 753
417 300 419
288 839 -462
266 850 -112
903 32 54
344 249 376
170 625 946
862 367 -713
273 323 -203
37 647 505
584 935 -858
291 213 676
776 464 -818
210 218 153
53 119 -498
3 549 -180
119 276 298
556 652 582
575 764 95
749 248 -742
62 776 384
226 593 15
325 170 -289
622 606 -639
131 875 806
159 848 -215
824 452 323
710 900 41
433 381 711
152 233 -406
461 242 -11
197 183 -845
866 748 176
359 740 711
4 734 -924
902 601 -64
806 208 373
349 460 616
453 826 -627
353 516 -650
854 745 13
146 499 977
645 450 -138
330 571 -939
203 178 666
785 778 -745
549 854 -482
161 268 56
193 570 207
761 713 767
885 848 59
318 813 186
794 773 -41
248 297 538
721 136 -741
92 884 407
635 594 -371
816 40 -733
812 168 793
536 82 -747
898 70 -737
439 839 710
182 115 94
781 295 -22
820 625 638
447 182 504
417 839 85
777 594 148
400 469 -384
98 865 -563
736 24 -552
842 480 -592
485 348 153
693 436 595
428 173 -755
406 424 -215
774 374 769
396 178 42
256 392 -543
620 902 -372
372 183 867
170 630 832
900 570 -864
209 118 -603
40 827 29
879 257 592
889 612 713
338 207 63
420 513 -608
252 325 51
565 115 -880
70 685 -471
447 642 -325
650 134 74
322 345 -300
163 283 -215
226 210 -418
608 65 -805
263 177 -927
915 99 487
399 226 -174
359 814 -455
916 138 84
849 433 567
216 750 -264
595 79 -223
851 607 -788
490 155 -344
495 728 -651
108 34 -790
486 572 640
834 662 -2
1 868 804
719 858 -282
554 251 943
349 838 -658
731 793 725
634 504 -563
431 724 -155
641 476 -107
352 383 935
736 418 -767
635 514 -703
153 720 186
771 699 -290
415 684 932
5 196 737
253 336 842
324 930 -251
34 719 -299
30 183 456
695 175 298
464 827 476
611 708 -505
745 269 -649
471 363 638
267 24 361
841 541 -307
546 488 -803
777 77 869
661 217 -462
439 763 -553
45 599 -226
634 296 -758
325 800 35
321 529 337
326 812 30
322 4 -695
899 644 579
463 431 -249
553 465 868
762 707 728
627 234 -576
151 349 -914
133 54 84
937 246 -561
329 828 -724
621 88 -155
635 510 198
406 285 -376
499 736 725
549 898 600
936 834 -341
188 621 913
277 49 -530
151 646 540
794 520 804
362 187 1000
665 275 769
288 182 88
503 583 -152
301 11 -719
218 166 584
541 598 -314
520 21 817
396 369 64
17 529 216
78 744 33
218 440 -778
758 853 264
798 259 -227
252 657 -57
36 794 -833
906 438 447
249 299 240
272 679 126
811 516 847
56 932 222
125 881 -502
173 336 549
560 466 -560
234 16 738
619 739 853
380 81 -474
731 329 -544
291 744 764
96 904 822
245 142 -120
304 704 -654
576 203 -317
879 601 -392
90 153 405
755 782 844
479 294 -731
272 822 83
568 734 748
80 590 -150
370 234 -731
619 250 656
148 555 -514
559 910 -540
125 750 -699
43 153 684
200 863 207
473 17 695
612 293 45
8 144 405
124 770 517
13 810 546
834 40 -415
445 260 -285
663 327 -58
713 521 -196
891 253 367
891 231 766
736 195 -160
869 784 -439
755 523 -213
500 852 817
859 879 201
839 937 233
511 257 -261
674 446 -636
464 734 478
660 202 -312
729 858 568
392 306 446
188 396 661
536 42 986
815 65 -834
219 422 645
918 803 -305
488 814 99
135 696 913
106 190 -725
198 635 -95
891 846 -68
192 423 127
128 782 -614
304 501 350
365 294 -591
293 873 10
61 770 -503
788 14 3
762 586 -533
744 115 563
642 508 -252
130 456 489
580 844 -627
320 482 -318
676 31 977
285 803 513
632 260 140
414 273 -343
634 502 127
607 162 -440
703 565 298
60 774 -155
293 759 -63
220 754 -592
609 874 174
301 457 249
31 33 -241
799 557 -427
913 231 619
382 95 -37
635 506 926
338 737 -124
265 727 424
698 131 562
344 54 -638
647 244 -922
870 571 -845
77 44 477
579 775 -973
262 814 -146
3 321 -357
911 614 -517
686 393 -390
444 330 194
403 411 295
853 296 518
719 134 -518
936 921 44
860 139 -428
288 264 976
651 903 65
156 52 -700
6 466 -620
151 614 -14
77 469 -599
604 344 -153
174 850 404
112 548 -8
678 397 716
746 124 -671
710 525 798
362 501 665
39 629 -155
555 196 931
595 487 281
783 340 99
534 621 -724
253 435 520
10 246 482
773 754 -945
736 368 770
169 638 655
141 66 -943
32 227 -978
519 344 -865
934 197 -276
351 417 858
584 203 -720
740 431 802
241 25 643
601 341 837
772 439 709
196 32 -762
175 902 -813
40 813 -876
571 759 6
724 628 326
553 408 -419
928 753 -967
582 6 296
902 101 259
712 726 814
842 448 -265
432 901 236
805 926 861
600 545 158
415 314 920
180 872 -126
346 647 -768
704 766 905
300 820 205
398 813 520
443 556 665
801 90 947
882 358 -570
107 436 452
676 549 -300
95 882 -556
56 405 766
358 566 344
825 598 -613
148 791 189
654 231 107
813 68 430
685 817 -474
46 420 930
289 498 -780
62 537 -311
841 298 770
933 368 920
935 364 -373
65 583 -228
230 638 77
225 351 -576
846 772 -796
908 585 -905
572 95 276
196 264 -5
391 83 -199
885 661 -646
553 219 -667
498 685 -21
287 403 944
703 184 -704
918 300 38
32 143 215
482 813 989
173 459 -706
89 225 645
879 3 -585
823 78 -926
741 887 940
845 11 -206
308 270 -591
492 292 17
360 621 -475
747 812 -333
413 614 -42
728 669 -442
391 176 -778
351 129 -903
656 571 441
788 699 -546
199 183 -89
331 570 366
304 6 769
165 619 -591
652 407 268
529 916 374
301 587 -875
179 160 281
898 704 650
89 218 13
227 158 802
686 111 694
416 409 757
204 810 694
725 630 838
847 318 -955
104 904 332
723 666 -678
572 764 673
28 819 -499
645 148 -541
911 821 0
763 396 -30
45 204 -53
138 194 852
575 250 866
483 383 782
95 617 -255
29 657 450
101 258 -574
657 396 451
307 126 236
479 577 58
889 747 -240
714 810 439
165 439 204
437 127 266
825 168 200
575 906 -725
142 310 -609
146 212 -598
932 102 -832
263 247 86
479 647 -694
645 868 -878
571 618 -739
333 573 -753
197 803 -949
13 554 -878
469 50 -764
289 858 -508
477 17 -426
15 789 -51
85 47 480
772 324 40
185 923 -158
382 754 -324
101 579 326
587 678 918
289 448 903
511 56 569
10 627 982
722 709 -45
309 572 762
900 559 -556
703 612 252
396 479 -963
182 73 -582
791 741 -312
755 577 642
700 643 -923
400 347 -64
313 551 403
352 796 77
133 548 841
799 497 468
765 817 -809
529 180 719
715 707 106
546 68 153
920 26 -550
393 425 -591
666 448 90
7 60 -288
501 268 593
307 817 696
641 527 845
140 500 -19
96 86 -261
32 12 -189
773 65 -735
795 292 615
908 126 -29
602 344 693
110 933 -310
397 30 -422
448 872 -928
610 931 602
468 344 574
332 251 175
273 850 927
172 219 890
824 197 -745
342 166 -28
592 102 169
673 200 137
523 670 316
493 459 -926
315 334 933
284 550 -10
244 823 -950
41 817 -806
852 512 -303
327 899 -494
723 602 -33
760 754 343
586 746 -455
245 549 -933
135 94 -484
804 137 496
148 934 610
27 858 -216
550 539 814
635 748 -741
234 443 -582
695 375 148
698 424 -938
58 781 -765
79 55 -314
662 453 267
447 360 96
603 20 431
886 134 944
173 301 -283
799 837 196
653 348 -891
866 129 -894
98 925 -749
744 757 -404
934 267 911
562 406 227
86 307 -758
286 295 573
739 445 -85
634 122 581
863 892 116
926 209 584
408 600 631
48 379 178
56 373 -221
911 766 -348
43 811 -370
50 537 112
167 151 -974
156 402 -717
380 213 18
195 235 724
905 531 -922
438 175 -652
696 284 732
3 388 440
363 415 -45
751 747 310
315 805 773
190 552 -932
557 531 567
676 540 -658
559 146 218
821 554 -840
15 49 -434
403 243 314
228 844 -144
237 842 152
371 69 -32
247 588 -847
768 685 -526
425 379 714
345 454 70
766 599 -680
1 217 2
390 833 873
430 596 161
401 774 -201
481 619 189
239 715 -525
434 685 -975
754 269 407
136 232 255
206 735 618
577 539 879
326 143 945
787 744 -19
749 610 -480
323 19 -462
781 667 -510
846 257 840
234 466 403
347 220 -786
551 557 -738
878 914 -167
637 727 -934
260 663 103
738 779 -810
114 580 -208
178 115 -80
560 557 -843
13 177 -651
197 451 -839
258 373 -451
900 884 -959
6 445 901
246 223 -86
51 291 713
29 464 -525
129 740 238
73 674 857
320 417 296
621 497 866
55 633 253
725 131 -673
506 812 -963
833 211 700
756 127 184
351 220 -79
906 400 -485
789 471 769
66 286 -92
206 815 442
889 469 -612
336 870 211
655 240 -398
436 913 -472
197 188 361
9 821 -605
452 197 -796
226 892 271
796 599 -778
853 51 798
690 182 956
687 290 660
76 141 569
940 856 419
348 497 274
248 785 -811
787 118 714
279 189 602
884 668 756
538 197 22
278 642 -500
200 565 584
408 663 -811
584 10 463
419 416 84
611 582 -179
33 359 -874
318 744 870
840 876 104
495 117 -60
848 349 742
14 851 791
290 117 676
330 693 -274
101 147 -594
412 312 -924
664 104 802
894 914 684
153 510 -707
843 176 -208
231 113 136
483 101 -473
312 58 -133
63 175 286
301 502 -643
679 752 335
629 368 -889
45 203 -101
343 411 906
349 897 315
5 870 500
755 791 391
839 22 -908
589 759 -890
340 851 -421
874 888 431
401 759 737
433 7 -210
77 231 -37
333 788 585
223 154 -624
554 425 438
656 842 -562
404 363 -904
767 648 -907
221 690 -516
108 805 221
467 265 -102
432 238 171
896 198 -392
178 666 -753
271 927 -681
892 263 -638
832 241 -557
848 850 -375
892 814 -209
510 67 565
607 446 -362
300 777 382
480 435 -261
574 279 -862
719 418 -494
674 796 513
615 787 458
314 82 575
613 413 208
16 433 -116
169 122 -6
606 877 183
198 121 -121
771 623 -127
29 357 614
725 651 -723
50 280 -488
656 600 961
688 870 -119
708 381 -686
832 151 -657
6 790 771
342 156 -34
798 842 289
450 520 941
664 805 982
791 370 170
911 317 -743
531 479 33
658 98 177
376 2 992
48 211 165
157 569 -898
807 73 49
96 467 -188
740 25 904
105 740 126
781 165 -506
69 535 946
229 938 -72
957 825
705 627 -817
388 359 -261
696 648 169
532 753 -803
950 681 -540
196 648 -125
954 33 -864
571 318 -629
924 599 849
189 302 -191
586 482 596
832 496 -119
89 284 -565
39 784 992
59 163 851
558 131 805
917 634 344
853 428 618
774 733 648
196 514 774
338 213 427
733 538 347
902 84 -917
525 187 -738
581 614 765
208 379 154
211 833 65
397 735 -316
908 593 -521
188 384 578
418 607 -866
43 411 589
509 267 535
469 711 369
855 955 -547
751 135 -820
638 740 -562
267 202 192
444 236 -449
346 233 -111
935 46 -100
413 513 -792
171 488 913
532 764 -17
120 735 -911
769 324 -590
220 187 -684
604 247 -355
280 384 507
181 188 409
219 806 831
400 129 592
76 488 -994
129 658 845
41 427 -443
640 588 717
308 501 -555
714 491 -869
580 730 -468
606 938 -502
556 300 -805
250 288 863
347 900 466
221 629 410
877 158 -134
518 99 598
625 669 -595
404 524 -47
759 281 769
199 314 6
46 348 -502
868 537 482
622 828 -50
563 630 476
479 656 496
418 541 383
114 516 -704
68 307 -787
513 689 -418
368 519 786
501 828 -213
925 95 -217
439 406 485
177 160 841
532 286 -332
617 699 -93
69 848 774
452 606 663
568 666 202
544 682 -992
804 193 352
339 650 -671
379 84 -168
599 228 -401
75 705 -887
92 185 609
245 748 295
386 381 380
526 187 112
731 354 430
278 857 -563
539 601 -22
211 134 396
300 499 655
851 607 489
508 644 234
72 219 840
314 184 -802
263 191 447
621 233 -75
358 674 -663
677 719 351
623 928 891
599 720 785
582 475 868
696 812 -789
721 875 0
183 405 729
878 257 -914
355 615 361
35 659 7
309 841 277
339 436 -581
755 859 634
548 614 -116
67 524 229
721 142 -540
182 921 519
219 317 333
412 373 642
89 511 -947
823 246 449
44 767 -729
642 474 25
265 895 -67
66 281 921
67 746 -782
656 518 -851
723 418 -708
452 74 712
441 955 468
159 650 -480
643 174 -443
765 309 -364
530 645 -429
927 3 923
77 598 955
26 245 120
58 514 -662
319 615 201
898 2 224
880 612 -894
10 922 -261
621 398 -889
535 39 887
89 506 -375
474 253 -686
909 796 372
861 515 -103
69 910 669
429 528 892
910 44 813
492 751 636
861 437 120
64 68 728
393 708 945
228 327 135
913 479 -149
501 935 210
495 632 888
216 903 -49
176 926 -963
615 685 -759
196 516 -142
949 702 762
747 224 -929
694 82 -792
615 261 -255
219 791 -720
845 737 505
866 328 -736
617 581 -937
708 817 388
621 93 958
267 686 -54
90 884 109
756 533 954
69 357 -916
928 163 -799
420 854 -541
466 895 -662
654 669 25
343 883 505
173 893 155
393 378 -742
522 349 35
853 61 -263
854 451 -972
591 440 277
2 809 -788
4 267 -264
898 192 -190
713 469 376
134 28 -399
330 710 895
625 128 -82
943 907 641
274 216 -233
146 692 651
125 580 266
380 920 933
434 495 412
521 619 -502
947 164 -820
459 111 215
143 586 599
748 558 22
733 921 -448
263 513 152
134 256 881
423 360 975
832 838 446
381 443 -910
899 305 -935
1 562 -845
414 353 85
521 545 687
89 507 962
903 393 688
76 925 584
278 494 264
13 460 63
812 72 -73
236 428 948
780 521 -812
127 413 -816
951 556 476
636 865 358
117 926 997
654 19 -291
803 544 512
172 106 82
904 458 757
94 223 751
499 158 -508
118 137 679
425 919 468
350 163 158
613 657 -864
668 412 -845
47 928 -708
491 887 -670
460 311 983
115 102 316
781 315 886
625 454 880
782 25 -309
590 19 746
687 600 -51
230 439 -988
784 416 193
435 148 849
940 640 -444
761 855 -298
134 795 -323
771 676 414
647 787 -259
923 937 28
237 299 -247
653 880 86
921 728 -440
93 472 858
747 529 570
453 23 148
564 910 939
641 914 703
107 453 277
716 585 289
395 366 -235
366 419 -719
116 202 -32
851 24 -196
556 897 -69
848 95 776
537 86 808
309 705 -93
377 10 860
335 729 -423
652 696 105
126 854 -586
632 218 53
68 692 924
218 278 -793
316 183 421
558 470 549
659 646 -318
678 204 -736
166 604 -500
66 752 93
619 821 229
923 796 -440
366 372 220
829 149 723
536 165 -868
621 833 -855
577 25 755
446 921 -806
585 384 364
621 895 299
274 76 -526
190 728 934
590 915 15
577 281 842
739 334 -308
686 529 -677
894 259 -843
874 490 -152
713 771 110
676 672 -149
695 912 -785
249 730 62
509 623 188
466 276 -159
203 144 -681
547 786 57
589 342 635
67 846 -801
619 149 595
571 701 661
384 647 780
192 435 594
657 413 -517
107 909 986
760 778 76
120 69 -104
720 169 -216
778 742 96
199 593 301
754 262 938
580 784 87
759 85 796
710 431 -746
696 22 992
713 884 746
14 673 504
483 21 -303
220 197 876
655 572 -115
954 746 -775
371 185 800
314 450 -268
681 828 637
654 402 558
520 366 -251
827 764 -901
957 171 131
667 326 653
256 858 -90
156 449 124
251 598 -625
281 803 727
328 904 65
130 100 -261
796 46 97
22 74 -472
936 452 -112
653 937 -464
171 550 -62
756 609 -873
578 112 -137
278 602 982
926 595 775
485 159 690
365 622 668
371 509 -575
904 397 -823
320 33 24
772 99 -787
888 832 877
43 40 112
586 93 485
716 949 -83
141 32 386
339 662 188
622 538 84
117 767 -83
528 585 800
319 410 -115
705 803 -387
239 306 -2
109 852 184
488 922 -448
605 306 619
822 445 696
829 145 833
684 909 -631
381 277 179
69 135 -393
211 1 -845
573 371 -497
99 889 460
584 957 -914
470 606 -293
243 460 -162
13 712 -767
194 914 -546
125 691 424
104 417 -591
129 51 -786
948 66 432
60 761 855
24 816 -638
647 244 -559
357 864 877
848 136 -634
752 223 794
638 188 -290
339 810 -430
537 494 -29
102 112 303
337 462 831
130 182 -865
410 99 -769
156 813 -236
704 205 -217
382 512 -652
415 846 636
909 798 16
637 724 669
793 586 -938
422 13 -633
103 377 43
911 436 345
802 179 594
111 608 934
751 494 -972
818 914 794
358 618 -39
623 910 -803
200 446 -573
837 539 654
652 95 -194
625 577 -557
323 681 -849
263 574 -687
854 410 617
190 53 -558
741 581 979
174 177 -715
698 896 436
103 561 -445
544 448 88
806 124 808
819 860 53
11 19 361
348 557 415
528 190 872
641 443 215
61 765 642
346 355 454
20 40 -78
459 692 889
191 172 500
535 665 -293
455 772 401
733 302 -288
136 879 404
386 907 -516
476 468 52
86 34 -205
373 129 494
9 480 -926
538 579 -669
254 341 243
580 525 667
136 738 430
343 356 634
789 42 549
253 428 482
495 336 931
540 890 -765
421 733 465
662 153 -305
719 371 -586
366 481 -621
312 591 -90
749 258 483
909 370 40
691 122 -627
627 496 924
714 387 638
222 744 -535
827 239 624
932 523 690
93 875 512
129 582 682
235 908 -509
115 709 -673
648 473 -40
792 950 503
805 63 -521
731 686 823
772 588 949
788 25 707
645 313 -97
536 838 129
724 731 -642
33 661 682
137 586 -42
737 182 -412
491 347 317
674 1 829
758 610 296
509 638 310
738 792 789
65 800 161
264 220 -299
835 765 -79
527 885 615
818 881 -751
502 142 636
168 889 293
64 772 400
157 608 -839
436 300 -247
500 720 -523
498 121 370
26 197 169
539 366 964
343 781 757
756 406 786
116 638 678
235 595 -316
688 749 -99
792 803 -427
913 173 564
323 348 547
104 917 617
885 123 191
749 451 -18
859 503 17
409 487 -960
731 382 -645
793 449 -859
331 467 -974
39 161 530
900 109 344
357 185 -413
861 428 27
803 453 355
607 318 64
597 152 -967
114 18 424
220 340 -19
591 472 245
135 864 -441
644 264 288
21 323 -943
298 394 -590
650 768 891
574 241 610
235 857 -756
819 780 -669
616 895 980
497 766 785
890 135 -961
752 508 245
541 635 -418
673 246 -872
305 708 -592
577 142 -136
884 590 752
856 203 -678
316 81 904
125 590 715
601 779 -224
357 814 749
672 195 198
260 566 -741
645 836 -660
458 811 931
210 99 -25
791 538 -10
330 733 -699
59 803 968
753 380 -366
603 843 -157
326 283 -718
250 277 -894
182 401 -213
559 315 85
375 248 688
53 146 367
288 203 821
534 67 -582
658 47 -192
307 16 -604
843 816 -168
300 13 279
175 645 10
378 379 -876
153 361 -74
224 300 952
628 136 -158
532 929 196
76 542 -947
741 67 -704
119 346 875
720 380 443
773 605 795
420 570 -135
893 714 532
614 246 168
433 713 608
471 227 507
792 132 -473
617 607 241
273 399 -876
944 45 39
234 676 -848
632 868 1
654 225 -197
68 912 -860
939 152 760
896 238 -171
794 537 -398
741 747 115
816 567 -964
197 348 721
776 505 639
571 757 -710
617 435 -918
218 76 957
154 708 -111
407 939 -206
599 647 476
533 43 -844
563 717 957
468 289 448
520 224 -540
421 841 -786
954 576 815
782 82 -498
549 169 77
1 479 -825
602 925 881
410 602 -964
752 197 -247
287 364 532
275 402 787
48 619 -737
938 679 366
788 756 464
724 266 -864
225 908 637
926 41 40
943 36 -192
96 558 -437
150 492 559
598 265 -23
650 896 943
880 741 -212
73 253 202
411 1 -711
341 307 -410
673 469 -623
131 894 -428
824 377 944
711 429 -908
260 762 -449
20 763 830
256 757 -149
140 883 459
595 348 192
140 364 529
302 724 3
15 795 -667
95 63 591
782 557 83
586 480 -867
632 381 -372
715 42 -107
176 149 -622
413 388 489
719 933 -526
940 167 -98
330 908 -446
240 886 -513
27 815 754
593 464 -529
345 796 397
38 410 -834
418 1 598
925 533 278
69 164 -145
280 383 -836
1 560 224
770 605 -424
560 282 269
566 285 9
172 154 499
639 561 917
450 847 -782
616 695 518
669 702 103
579 822 -93
227 914 657
173 259 337
89 229 -675
832 636 476
191 676 -19
587 360 -196
840 513 210
475 615 -867
579 116 -742
314 9 820
142 939 -354
902 643 -203
754 784 -104
114 366 -608
407 840 -862
886 893 -50
909 561 -786
335 192 719
843 527 919
822 220 -381
504 306 -707
45 221 -969
795 594 -617
53 24 172
487 353 -613
718 36 -676
107 910 -158
778 784 814
820 767 -808
822 525 86
461 331 158
550 318 960
393 819 846
645 157 -554
848 266 -996
956 778 798
844 420 357
112 775 -311
906 224 -858
926 25 320
566 823 836
670 529 673
181 637 772
68 577 896
640 191 655
951 655 564
540 569 504
631 365 956
799 955 -411
836 476 -776
543 389 57
661 47 -214
951 520 -320
587 88 82
410 483 -218
768 432 887
660 308 696
86 781 355
719 496 -569
147 427 -509
646 881 651
652 561 148
347 724 -486
936 42 301
493 759 365
113 101 109
825 358 -655
315 266 -434
866 563 -392
574 756 613
170 317 -547
83 393 155
310 443 250
874 280 878
45 546 966
5 520 -440
908 569 -458
135 295 569
539 832 -883
442 294 -468
210 609 735
918 851 -585
697 675 -881
929 251 -606
783 638 911
431 206 432
289 366 -6
774 615 138
762 583 781
701 489 812
111 450 -312
88 618 -84
706 377 165
517 319 -499
347 288 553
429 177 336
667 876 879
356 270 -642
894 804 -992
391 849 -537
474 672 -698
796 551 -89
769 568 -266
852 809 997
924 347 -447
688 302 530
243 95 -959
115 550 780
78 808 232
785 43 -361
840 611 -668
171 828 724
491 414 588
952 474 935
890 172 92
361 595 115
223 125 -682
257 506 262
515 119 232
894 840
280 281 -246
715 369 -55
837 400 -322
