17
858 1996
235 566 481
716 589 489
142 787 194
248 692 132
204 76 133
697 71 599
3 59 258
257 778 130
850 342 414
552 543 464
757 699 88
523 485 906
481 213 437
611 619 303
3 243 954
315 225 917
68 566 708
588 683 490
354 551 80
244 136 44
838 849 437
20 691 608
17 87 518
884 179 921
458 623 211
738 800 750
617 641 331
329 356 514
333 376 459
271 106 604
880 753 13
425 337 18
311 316 552
852 587 147
354 727 460
26 599 791
381 539 959
524 879 135
487 357 229
396 436 478
332 137 810
243 296 427
612 829 441
237 769 789
650 457 993
862 856 804
540 219 914
542 40 115
89 22 94
61 548 575
888 187 758
58 580 400
203 47 942
223 188 867
350 384 612
363 348 979
16 97 897
609 12 726
166 500 143
49 775 741
795 853 42
214 401 417
16 629 194
801 816 828
462 159 670
403 413 197
744 893 93
301 636 714
81 98 851
623 479 855
465 113 309
795 239 604
431 378 526
482 465 633
817 557 842
32 246 203
751 649 806
346 714 377
641 716 666
186 31 434
293 95 69
515 525 267
754 82 817
533 746 183
763 467 235
510 91 193
754 25 808
554 6 951
293 787 395
755 258 65
679 747 467
426 634 159
264 253 911
759 94 141
447 396 252
571 364 951
796 706 463
495 644 487
533 779 949
203 179 604
823 164 97
784 556 921
178 590 590
300 780 740
306 573 471
872 783 54
726 56 639
168 842 233
192 395 773
83 343 96
616 864 647
505 892 33
84 626 764
275 263 965
224 189 611
863 1 278
11 611 298
609 312 851
401 276 609
329 366 58
519 720 984
191 886 6
577 452 501
549 326 978
90 477 223
346 442 296
528 227 923
773 484 701
175 26 668
883 426 186
315 311 81
705 296 599
120 813 163
620 229 492
769 425 842
688 191 993
471 238 814
582 777 589
583 432 798
18 774 407
667 113 594
119 150 533
351 528 688
779 314 96
636 668 165
446 245 385
722 803 962
317 45 706
249 443 449
485 679 450
15 93 684
266 169 681
702 310 525
651 35 351
309 436 623
530 235 718
88 454 571
95 102 625
36 250 5
409 68 253
34 887 786
278 31 813
834 236 319
489 215 214
236 493 737
425 713 20
661 431 835
826 579 494
467 68 933
523 554 460
153 609 589
276 145 697
321 814 845
55 133 647
821 94 911
208 826 729
276 522 440
434 117 294
814 587 882
816 274 612
265 437 82
812 411 602
113 278 685
354 829 738
326 710 805
286 774 550
156 744 527
731 632 806
871 212 840
854 845 474
424 636 545
490 519 524
437 232 581
466 50 103
188 827 158
274 212 333
632 452 856
636 42 182
577 112 777
118 565 377
303 447 84
172 601 288
763 892 675
810 1 942
167 353 303
200 344 466
552 446 705
713 587 575
780 320 836
277 74 314
401 632 934
243 443 471
566 876 323
55 598 74
324 582 54
415 804 526
357 432 701
279 854 780
622 189 51
311 884 675
576 749 997
296 587 280
229 829 190
206 529 680
295 130 389
889 529 34
874 882 332
111 149 841
820 534 133
509 152 742
77 810 824
685 543 965
401 198 832
669 639 270
267 886 781
57 90 741
312 673 359
52 380 685
879 675 532
26 51 683
137 303 62
22 232 896
97 863 798
488 841 904
270 17 661
489 408 550
718 248 806
125 474 898
218 622 468
127 341 462
365 15 441
847 875 960
790 275 850
651 156 210
285 137 731
103 356 329
433 615 562
114 653 306
182 884 1
289 514 59
358 417 700
275 361 954
296 559 86
818 233 137
116 117 436
414 113 587
138 480 789
281 845 721
615 594 925
239 40 422
648 584 886
186 675 779
269 301 602
209 46 243
421 326 732
323 388 567
609 70 310
88 447 559
134 485 165
150 103 5
824 359 533
567 397 48
499 459 329
443 339 681
43 549 279
282 605 614
893 79 350
726 502 528
20 559 102
304 593 76
568 566 949
771 176 983
361 176 219
621 415 531
431 148 778
33 461 776
845 647 983
496 607 483
758 321 377
403 572 310
33 235 536
267 399 377
427 432 727
366 32 883
108 811 613
141 339 138
689 756 878
3 132 365
130 887 358
664 674 483
452 362 501
442 293 797
42 92 347
110 405 415
484 420 261
715 895 419
614 834 506
242 519 346
609 252 134
671 821 137
619 621 531
66 210 890
22 783 898
319 244 432
172 192 312
823 566 203
455 168 28
683 422 929
855 868 418
806 758 701
650 42 509
539 417 876
744 549 150
780 608 600
13 384 804
383 781 250
711 176 729
787 203 840
37 396 431
502 153 17
41 845 966
828 673 283
355 726 361
378 374 146
695 730 122
554 636 984
648 304 586
518 72 128
658 759 841
877 74 967
824 215 66
98 874 740
213 485 869
357 685 612
767 304 919
719 183 411
36 357 297
794 27 507
418 257 543
459 766 386
316 561 295
213 747 153
549 756 226
819 722 248
274 728 902
592 890 137
266 273 947
70 531 705
514 651 42
865 696 852
95 875 835
638 889 838
691 561 949
515 625 937
89 405 824
485 522 213
703 812 925
151 7 464
359 41 270
78 560 50
724 628 943
889 791 472
231 16 865
195 639 922
111 587 416
216 845 754
361 787 874
812 388 411
133 136 127
310 387 530
313 428 981
399 732 714
246 665 539
609 588 314
192 624 413
395 281 217
252 10 261
814 829 476
660 5 720
72 765 571
629 71 778
615 567 65
165 443 692
453 574 968
162 217 934
248 95 139
730 227 712
583 741 653
426 361 712
353 869 767
676 400 706
642 239 451
639 95 852
542 743 191
21 698 229
603 732 407
533 585 384
479 362 752
634 712 514
750 74 947
1 594 378
371 98 304
55 162 537
576 562 311
500 863 681
755 776 624
546 221 569
210 223 706
62 317 411
890 148 107
183 616 341
18 380 901
434 442 771
28 562 119
866 307 837
867 32 485
739 15 753
495 872 452
831 573 24
255 561 262
861 340 902
251 307 251
566 664 228
843 796 626
37 399 886
57 410 672
517 719 923
80 470 508
888 374 381
397 212 988
816 383 655
767 429 849
705 338 197
342 200 625
353 433 8
461 402 270
194 231 514
377 268 888
56 90 991
391 266 509
514 749 832
254 311 212
716 470 951
88 147 782
894 139 983
299 799 899
310 872 586
106 772 307
142 325 572
30 573 498
742 779 102
260 33 368
307 53 378
744 6 432
30 271 47
577 214 937
797 288 131
4 472 669
564 527 103
211 552 403
452 838 305
294 774 373
112 322 906
405 345 242
361 762 462
731 758 362
580 245 346
496 124 758
518 284 525
317 625 752
269 549 592
708 195 482
307 561 420
197 17 583
822 691 872
870 547 473
360 780 387
436 580 429
227 449 911
388 162 482
593 250 682
192 97 720
683 634 823
565 787 386
535 37 975
109 175 962
658 308 547
155 811 270
423 297 792
393 799 227
547 602 755
255 585 711
156 66 684
23 585 44
379 161 961
531 291 757
620 42 620
199 155 361
827 762 680
379 22 655
398 427 897
98 749 967
417 255 874
662 719 206
458 83 858
436 657 348
132 626 306
475 731 368
103 539 957
80 385 581
798 555 812
622 257 873
796 419 364
67 469 915
43 670 389
348 298 894
7 384 814
775 754 782
590 711 825
137 239 463
851 116 388
448 262 42
735 727 479
332 807 111
164 43 637
501 175 696
488 618 303
662 691 856
750 736 528
401 43 88
734 442 905
304 368 539
649 643 508
194 109 95
105 118 893
456 70 786
720 795 595
441 258 32
871 16 399
119 809 478
166 725 314
648 187 499
738 75 744
776 764 38
698 801 578
404 439 924
498 620 514
604 412 5
128 507 147
68 54 885
796 79 105
645 606 253
720 831 453
777 487 482
32 815 240
759 212 10
442 494 757
143 602 425
180 463 242
268 797 79
61 886 787
120 451 274
685 186 699
41 602 76
645 457 148
593 80 310
328 459 539
444 127 129
236 518 511
661 139 530
456 558 429
502 585 517
132 195 488
332 81 257
152 16 715
145 66 913
652 176 654
620 194 289
639 774 888
78 181 631
494 779 792
202 890 372
889 790 299
459 190 648
393 848 721
777 758 185
295 746 756
112 286 102
556 430 203
548 574 22
704 723 116
550 211 372
887 733 188
393 500 827
624 689 559
70 627 985
399 254 567
99 170 599
550 81 237
17 643 678
566 731 614
130 883 359
837 401 247
595 655 803
593 807 766
679 16 639
621 500 645
541 145 218
480 84 243
612 318 182
854 293 549
108 347 420
654 562 22
584 548 262
313 705 219
361 7 542
16 462 366
490 247 718
881 577 901
535 111 359
139 655 776
747 279 916
669 892 533
597 493 65
127 816 832
800 148 233
59 471 394
76 870 645
214 894 273
558 773 673
270 793 768
500 554 836
474 495 543
609 407 503
279 55 114
98 639 380
808 496 297
411 167 813
850 544 737
487 86 915
750 270 234
847 395 271
460 664 324
638 616 268
822 367 574
506 491 51
645 18 361
846 341 51
813 630 528
104 657 951
448 116 516
323 162 983
717 134 829
827 761 979
266 528 886
891 702 398
740 603 808
121 147 854
180 137 157
272 495 894
795 150 929
732 650 722
424 240 556
555 828 878
221 740 190
733 127 382
831 492 654
166 26 571
472 314 171
158 144 151
538 740 163
349 350 208
789 77 556
690 531 240
428 855 203
230 448 658
191 686 995
894 828 29
698 679 103
243 59 469
585 570 992
146 263 675
463 801 291
463 774 318
54 242 336
653 543 302
331 736 202
609 44 433
497 180 619
787 598 234
866 287 200
206 537 700
718 886 334
778 813 938
244 610 649
872 789 510
543 320 907
696 521 871
672 503 609
357 817 196
274 799 399
309 138 202
465 95 798
269 640 778
218 718 894
377 232 68
726 590 756
744 8 106
607 560 231
580 831 686
784 260 812
302 226 556
186 894 707
514 412 145
441 563 106
115 180 840
41 656 973
81 597 848
430 455 400
607 414 806
463 498 640
638 816 908
786 584 2
734 542 517
742 58 506
625 775 135
702 744 746
736 221 830
317 348 157
374 436 735
402 736 520
403 871 233
453 133 167
209 258 796
57 475 950
383 577 184
306 171 595
487 521 45
730 828 693
685 186 530
174 590 139
788 840 150
265 189 221
552 465 928
708 714 910
767 127 175
267 807 58
493 534 146
637 511 706
15 651 127
78 120 651
477 659 315
311 310 41
199 326 400
847 415 257
773 256 194
343 278 751
71 534 488
619 140 436
757 433 778
330 745 153
139 602 604
844 591 478
519 371 279
47 443 971
589 815 794
499 104 571
255 541 319
15 174 588
409 711 771
127 611 709
415 793 446
4 443 98
303 262 33
252 63 58
232 638 63
798 3 506
281 832 351
290 31 967
892 418 510
885 317 447
819 874 439
392 676 568
357 288 422
125 544 707
488 139 936
59 594 923
464 837 417
354 212 187
752 109 120
134 420 234
761 381 481
364 527 509
399 423 934
827 430 60
865 785 309
354 8 109
193 501 623
172 346 581
671 461 608
292 710 763
459 42 458
182 686 420
352 423 571
440 99 97
453 501 666
437 118 574
500 215 37
56 699 191
85 155 262
438 180 288
838 269 212
8 310 489
617 203 948
767 459 359
548 479 380
680 819 75
322 72 537
33 580 847
17 303 924
856 850 474
799 134 917
573 466 749
622 623 989
873 362 368
585 770 212
347 352 647
359 297 369
885 664 430
763 267 269
335 113 891
112 60 316
482 60 871
275 48 669
176 454 152
377 637 591
255 835 700
27 840 453
760 388 105
514 279 505
780 747 345
356 292 680
719 336 823
133 231 519
483 749 132
867 820 607
579 243 206
83 241 755
252 619 74
874 821 289
805 377 306
607 882 989
226 723 690
18 391 4
656 90 338
150 376 603
696 14 66
381 787 861
626 21 151
865 549 793
103 888 239
785 640 202
351 322 739
156 74 70
64 258 993
146 6 264
580 635 117
390 765 870
879 112 428
576 76 467
780 540 398
485 154 990
152 833 663
626 793 146
661 715 288
418 91 534
671 298 39
29 398 976
96 560 278
201 669 581
525 488 489
81 708 197
21 563 417
249 191 579
820 871 461
407 94 559
725 563 101
31 179 60
367 483 258
245 215 300
700 731 416
255 345 284
31 386 19
60 613 892
94 731 931
471 877 536
133 381 695
845 77 804
810 774 67
448 649 155
409 681 201
861 502 150
118 3 46
384 866 102
757 527 435
721 112 653
803 501 502
605 315 396
184 192 223
447 308 655
187 643 820
150 636 982
848 120 640
240 160 37
371 179 148
39 16 66
117 253 845
439 564 392
734 255 157
151 169 437
474 838 923
383 808 487
91 78 529
396 602 576
46 655 31
98 280 403
605 810 602
233 56 59
137 170 238
166 658 270
86 119 284
561 631 540
851 678 483
18 147 479
767 395 92
312 277 978
516 223 980
188 323 28
534 36 419
157 20 880
89 846 250
312 219 142
441 93 29
407 341 608
355 24 105
83 522 76
277 282 859
853 629 942
739 640 89
721 715 595
303 440 815
397 867 281
637 106 515
808 598 262
470 732 413
658 632 632
858 91 656
678 253 325
706 245 485
874 44 15
744 810 505
162 651 874
602 819 391
873 554 382
331 602 863
102 2 885
192 827 757
196 464 903
752 147 649
405 882 526
63 834 921
12 821 917
824 424 662
691 54 836
839 16 988
279 86 498
252 711 369
476 168 73
598 142 834
84 304 459
699 542 976
477 744 700
386 589 860
513 94 919
198 686 507
739 573 678
857 722 94
18 108 980
545 644 914
386 487 103
66 316 246
115 266 211
56 471 840
251 440 485
101 158 843
69 336 724
560 575 561
245 18 468
255 711 541
598 86 170
114 179 154
224 646 137
757 98 833
7 421 446
303 616 539
385 651 579
337 859 355
482 315 638
96 118 448
123 724 497
517 324 277
677 366 272
762 477 865
432 356 233
60 688 59
361 478 873
733 390 624
877 705 63
247 744 541
522 298 915
878 719 954
719 591 91
85 183 426
817 666 577
823 509 832
118 638 184
89 464 203
861 358 708
507 398 453
170 856 183
552 599 880
352 383 880
877 851 959
644 416 342
485 427 547
440 82 435
215 198 991
33 169 158
245 707 341
485 170 305
309 798 644
542 438 777
527 542 539
64 92 305
837 651 229
651 101 503
840 125 816
731 571 58
355 546 139
464 29 899
390 849 728
692 89 370
641 871 932
51 364 650
504 241 810
66 204 209
366 23 546
113 659 238
230 878 239
729 325 726
741 368 926
806 440 421
12 1 273
863 58 578
535 325 531
92 398 913
703 237 31
785 684 288
860 821 380
172 274 927
569 390 909
558 745 989
353 594 82
318 326 421
236 141 52
703 346 690
56 249 119
860 282 19
564 500 452
692 456 217
351 152 411
871 657 197
699 819 965
95 257 398
278 836 569
710 16 962
853 475 331
783 657 525
329 454 1
595 18 885
753 668 622
58 21 479
395 566 811
2 7 597
125 574 207
892 576 541
883 315 953
678 729 821
883 284 765
345 628 70
638 154 874
794 8 682
163 728 22
481 98 823
301 179 445
291 678 818
126 435 713
53 119 591
196 755 757
257 133 980
73 149 881
795 355 755
648 73 110
588 824 109
495 2 85
647 404 217
745 296 140
636 278 537
746 189 761
72 539 616
675 286 624
728 762 538
797 862 527
315 622 253
765 357 91
290 340 313
637 818 254
601 697 189
111 537 851
580 611 814
616 467 345
23 664 102
653 512 830
511 105 85
746 81 90
388 791 933
888 2 13
111 494 635
549 847 301
428 521 508
470 211 174
676 593 159
870 304 771
474 247 232
275 694 418
609 729 448
767 500 63
660 276 866
312 442 176
51 742 621
327 628 997
848 729 434
481 895 804
175 364 461
853 138 500
252 295 638
166 335 820
130 344 27
523 48 941
64 359 434
879 114 604
247 576 781
109 74 379
279 332 418
689 682 992
360 610 604
245 876 216
3 9 725
713 643 600
53 296 335
792 105 955
737 561 210
151 338 633
764 172 901
861 715 291
203 474 525
84 154 777
92 780 449
225 213 72
764 179 285
545 282 898
854 236 299
491 262 219
869 754 119
691 307 315
97 676 918
621 261 981
530 30 910
557 498 356
863 767 758
405 404 607
454 204 898
654 606 853
238 266 340
172 624 321
304 856 71
640 885 403
827 450 460
582 688 137
751 170 759
597 594 240
556 831 985
576 553 841
139 511 107
129 755 850
440 241 881
787 459 401
592 90 287
882 389 434
522 8 34
476 796 281
37 731 272
101 29 998
760 807 973
837 325 879
643 188 825
880 91 494
403 785 629
618 620 581
607 153 678
348 343 673
830 16 616
766 1 18
396 821 183
820 373 922
418 574 580
562 8 183
445 498 539
658 373 775
421 558 131
54 847 845
847 121 446
175 5 428
264 474 514
210 14 391
305 654 6
90 1 614
372 244 997
249 551 556
509 875 520
880 750 448
392 36 892
738 691 327
875 64 273
610 889 691
867 679 255
730 155 29
839 733 2
135 90 138
793 835 302
525 88 505
437 186 860
78 60 522
120 180 138
199 549 886
435 335 245
317 44 644
92 368 822
646 516 287
673 771 497
17 64 584
632 585 582
525 453 912
179 152 702
541 254 827
894 172 329
64 761 819
395 102 421
301 328 630
299 728 215
653 221 79
725 882 401
35 187 959
268 810 122
465 686 330
415 777 883
157 187 695
181 351 438
304 82 669
325 138 137
801 305 890
302 840 711
437 166 694
138 776 19
705 143 464
365 754 333
627 828 250
3 372 99
394 558 393
16 235 443
782 170 269
762 65 114
787 778 353
495 263 323
12 802 772
823 642 859
419 823 233
360 826 95
483 673 866
81 393 17
798 607 859
31 804 638
474 670 733
8 146 793
832 120 557
220 877 432
815 350 516
302 234 821
754 788 704
355 555 142
570 634 350
453 235 765
440 622 752
16 381 303
183 731 171
498 284 5
85 33 463
724 520 211
336 831 758
625 289 615
157 25 493
695 847 122
839 793 867
504 327 58
263 442 309
153 830 573
452 6 30
415 215 344
167 551 969
483 449 528
515 22 264
102 35 100
75 316 962
791 215 365
541 866 612
512 521 511
793 744 718
754 153 431
276 229 686
97 812 489
643 318 819
176 662 79
76 113 392
617 320 224
1 766 698
223 124 667
345 451 537
700 551 339
35 635 476
130 645 871
137 353 120
326 292 888
895 464 942
576 811 675
424 458 961
646 142 743
432 61 783
34 597 248
55 788 354
46 229 302
293 374 388
218 203 795
374 850 790
633 681 20
820 342 747
432 92 189
758 653 986
649 863 920
739 428 790
165 339 556
319 535 668
477 246 833
127 729 277
853 816 935
229 883 267
230 45 320
601 846 629
6 366 364
319 311 87
462 173 323
372 136 112
159 714 81
586 218 677
162 765 257
437 208 476
466 248 253
359 53 748
867 354 460
122 564 100
263 882 724
270 314 895
94 627 275
369 116 240
625 786 605
347 447 860
495 635 893
212 276 389
847 429 474
793 408 370
639 103 506
230 147 876
221 858 830
783 419 842
879 740 752
515 508 118
621 486 617
418 316 697
548 150 246
744 75 601
819 849 86
673 867 896
5 715 805
634 319 653
405 794 326
385 549 572
712 737 891
873 465 218
275 720 126
358 839 377
833 588 506
410 80 414
164 848 417
832 438 13
829 563 956
740 398 620
519 347 978
72 605 928
733 635 642
13 835 339
733 369 147
147 780 351
407 96 148
768 738 637
72 820 641
160 513 222
72 768 354
841 573 575
298 279 924
887 631 130
90 804 3
524 520 372
5 325 495
520 457 521
623 408 212
507 369 415
201 851 964
75 186 424
444 852 298
360 842 7
187 248 363
334 593 905
229 668 719
613 248 502
683 487 918
801 403 359
121 60 605
428 699 121
236 722 544
836 694 515
449 431 772
774 656 581
622 729 286
841 1772
122 570 937
239 833 244
775 36 448
609 438 705
299 659 381
700 264 28
12 418 79
369 767 877
331 734 927
360 52 142
556 73 737
800 484 241
124 572 638
690 141 489
470 359 336
742 841 731
120 642 615
331 160 32
350 294 206
175 151 673
810 390 8
369 113 42
355 576 47
419 741 503
196 361 71
733 565 540
795 521 135
179 588 579
139 416 486
370 57 87
78 700 930
578 82 675
561 546 906
239 751 198
407 562 248
11 711 415
542 563 985
257 456 370
202 686 656
311 157 570
436 714 727
424 549 668
70 707 938
20 362 931
754 588 781
322 717 502
512 611 897
208 751 759
189 301 919
70 415 809
389 142 145
100 46 434
130 416 362
665 452 216
407 742 624
719 266 448
732 748 553
568 65 27
45 232 287
253 672 473
46 94 131
688 516 294
761 461 416
791 593 514
397 19 460
674 410 934
173 554 741
697 759 442
492 672 71
668 154 538
275 825 490
299 474 534
613 64 317
363 651 715
168 83 118
182 479 345
249 191 576
534 39 997
595 748 706
255 673 512
190 583 606
391 259 284
673 725 197
220 215 92
169 797 526
740 87 857
809 213 339
589 549 718
743 52 550
62 417 143
650 475 789
30 163 664
349 592 887
18 561 964
216 25 87
547 31 459
112 702 920
578 415 61
536 809 376
180 811 258
645 714 647
752 4 812
819 136 468
251 314 856
444 152 942
648 480 534
506 357 882
242 826 182
626 775 935
477 710 372
386 257 961
834 805 641
159 461 103
533 588 468
216 836 64
820 779 863
383 719 226
405 347 628
218 432 371
554 748 928
725 386 67
758 110 736
429 419 321
589 758 656
147 373 826
427 50 958
656 561 419
798 341 575
508 84 264
726 503 814
773 508 214
198 534 691
549 333 137
828 318 438
475 442 908
369 230 639
727 151 366
23 72 46
371 624 726
325 371 300
827 364 345
415 336 198
779 644 518
250 761 431
260 93 990
569 283 576
504 86 172
235 239 372
401 111 771
503 123 527
370 88 461
519 671 542
712 74 467
414 310 108
54 695 830
681 455 852
721 332 556
212 826 34
211 815 790
674 420 748
637 651 639
661 523 888
28 321 966
49 512 345
328 224 267
284 2 447
524 586 732
345 724 185
514 692 383
597 52 336
407 317 177
8 205 205
509 127 747
794 254 172
388 745 476
520 120 610
596 437 584
28 633 676
69 233 204
229 208 976
459 346 903
316 83 738
499 219 490
61 612 395
667 132 956
240 325 139
307 667 39
717 697 671
207 289 818
268 178 773
236 542 247
509 367 923
524 471 330
97 20 801
465 523 462
357 512 49
572 675 176
117 25 968
278 379 139
21 738 417
564 10 495
822 49 914
50 580 399
257 132 10
812 297 646
786 110 879
520 74 677
299 323 638
735 144 817
333 574 173
420 250 502
515 115 200
520 751 873
838 166 605
661 737 540
8 228 595
375 271 669
87 5 294
136 827 709
230 167 40
499 777 460
818 675 483
101 500 117
66 23 54
442 381 34
830 391 210
275 225 962
520 526 642
778 121 960
41 495 679
199 745 796
601 542 475
295 161 223
734 448 738
306 683 725
484 325 498
566 590 672
745 626 657
806 360 153
250 584 192
682 374 379
752 614 788
440 596 115
15 536 879
256 768 845
833 449 520
9 766 842
120 133 390
776 711 102
309 293 713
44 203 333
307 390 1000
332 374 821
405 216 7
134 135 208
746 395 429
185 25 340
228 246 577
823 799 525
369 98 151
366 367 331
194 273 918
658 464 538
339 77 557
287 375 540
454 138 571
144 530 162
798 699 746
104 528 832
244 225 746
35 773 587
30 89 567
469 150 185
157 667 772
203 550 251
127 443 853
683 790 794
455 526 15
437 273 633
108 329 942
701 797 224
437 109 514
270 421 48
323 92 702
706 608 387
736 710 8
771 755 637
86 199 56
431 401 942
202 751 762
735 611 416
513 505 601
242 296 24
383 399 83
255 710 404
228 775 102
643 612 521
29 547 187
258 536 18
76 431 122
154 679 63
426 301 723
436 304 307
367 495 172
79 474 116
711 274 734
260 625 858
516 808 758
96 196 751
687 822 281
747 784 451
136 146 632
478 255 604
702 656 726
738 37 73
410 502 665
651 834 641
782 4 679
648 641 744
569 192 493
357 229 261
546 484 907
576 717 30
817 114 549
822 250 271
52 534 306
733 720 355
741 418 685
632 351 86
156 577 759
521 498 69
685 165 883
708 496 853
634 389 570
417 673 791
148 36 627
471 373 505
616 755 106
17 22 855
490 604 361
298 9 891
662 281 622
456 640 145
231 176 275
489 147 986
670 252 959
607 118 949
246 506 577
143 498 303
807 699 578
392 685 632
616 504 914
764 56 161
449 191 594
203 156 413
47 781 338
21 550 590
478 114 579
367 736 633
785 76 844
509 264 110
571 23 468
611 360 488
599 694 22
560 442 106
807 79 148
839 185 390
478 494 40
21 451 460
69 36 171
723 584 760
426 771 481
6 378 73
402 334 642
685 699 2
580 684 815
312 49 502
559 432 64
419 105 448
258 119 777
158 320 153
430 442 778
108 65 728
582 584 104
605 269 512
61 529 219
718 508 909
140 83 233
47 777 373
100 20 714
67 148 672
676 477 1000
210 377 265
816 228 989
831 775 241
74 304 632
336 324 476
193 576 777
829 257 448
423 740 881
253 797 109
85 117 336
665 263 492
736 514 829
74 649 467
216 262 866
783 14 181
839 445 410
220 797 963
143 482 613
157 780 512
50 743 831
202 443 64
597 582 90
728 637 448
229 63 544
539 112 141
484 617 432
47 114 32
530 270 386
315 703 750
330 683 462
381 491 657
426 713 169
478 442 546
259 841 292
776 391 270
380 735 989
646 168 709
607 348 413
375 444 956
159 405 238
369 639 174
64 315 374
283 557 312
610 695 818
242 254 638
80 110 90
550 768 946
318 452 375
405 627 197
141 612 449
492 218 695
221 762 381
741 391 952
544 708 750
768 256 648
152 93 230
537 495 249
359 445 282
314 742 649
299 255 925
235 688 942
23 791 265
57 246 339
163 674 996
483 354 935
453 723 582
311 715 707
225 279 43
644 233 112
744 319 504
739 63 425
649 724 70
807 201 367
6 368 547
577 401 27
393 692 243
554 117 590
413 248 841
435 765 18
807 289 21
649 108 963
131 291 965
665 69 942
297 328 35
237 240 649
575 802 904
172 421 685
679 479 13
457 709 214
649 669 485
555 574 666
416 485 429
645 363 687
784 175 541
91 730 830
50 494 430
532 487 856
550 667 534
577 538 857
376 198 626
822 358 933
768 786 220
608 602 589
425 52 487
566 578 776
699 123 613
777 666 17
835 575 357
825 662 159
721 4 416
64 551 575
308 658 893
167 603 371
450 195 350
379 764 759
293 264 201
305 58 147
156 5 649
133 732 306
657 662 600
544 605 950
451 826 769
479 427 330
290 501 340
338 592 616
553 274 847
388 626 679
260 238 576
192 329 583
414 504 182
490 231 966
517 633 277
186 661 532
808 181 578
499 89 995
833 784 893
146 410 515
292 703 541
519 571 612
668 823 509
170 180 400
577 709 976
307 255 554
126 140 897
364 80 388
403 179 698
60 807 435
640 558 513
827 210 493
772 264 766
729 525 802
6 186 367
183 217 454
348 365 923
513 240 855
809 338 603
626 586 602
428 389 303
328 475 246
130 548 3
224 794 702
175 287 96
789 77 441
239 487 966
386 279 418
499 710 473
193 715 146
383 503 776
226 318 207
766 560 807
167 118 127
779 572 488
531 136 222
740 687 648
599 236 498
592 794 416
489 5 474
769 478 877
618 405 997
7 108 516
389 762 352
697 393 865
322 703 230
590 496 860
609 342 569
691 648 564
828 612 104
377 399 461
642 225 986
6 478 43
790 185 612
560 775 609
529 667 594
226 569 822
75 692 895
97 606 59
39 217 453
215 33 917
401 806 464
304 709 550
672 800 892
675 624 55
542 823 65
438 198 737
310 543 483
780 311 443
703 336 859
166 646 598
528 813 20
450 312 976
121 39 95
302 547 554
345 804 693
377 736 452
662 606 302
839 3 607
426 140 672
134 205 337
72 509 242
221 822 340
463 677 766
327 163 841
460 474 994
327 590 130
626 659 844
343 763 137
55 460 921
592 522 79
510 374 156
279 668 313
264 820 525
734 45 418
693 98 951
435 380 246
661 376 671
563 828 652
226 225 745
333 608 477
235 723 705
721 713 24
548 258 155
343 231 520
749 697 586
36 326 954
687 629 844
597 567 316
602 149 723
405 699 195
666 123 232
18 394 841
622 315 654
168 4 520
768 440 495
407 134 779
42 458 683
554 530 910
125 701 149
418 539 666
331 326 262
682 53 708
32 686 604
407 164 708
338 701 472
739 614 219
270 359 96
438 195 360
43 117 759
271 592 898
507 375 552
210 523 973
535 776 739
741 776 512
388 726 514
698 478 582
684 391 216
777 89 757
346 824 781
35 564 103
487 134 96
430 84 861
311 561 758
540 752 985
839 13 341
521 659 489
682 116 140
697 483 63
668 745 234
67 32 539
5 532 567
119 398 225
125 579 806
439 586 285
794 104 900
49 59 1000
624 334 582
203 368 642
141 494 680
743 501 378
609 167 551
689 14 654
682 390 299
398 51 53
416 214 815
645 571 427
482 430 291
506 64 932
706 601 518
534 559 736
139 247 119
787 201 143
776 594 651
810 160 20
152 338 265
278 125 651
126 740 402
369 525 843
243 152 91
259 327 504
240 226 645
745 406 622
607 786 704
67 31 985
297 85 869
188 70 702
34 679 436
672 456 417
446 631 327
79 359 496
785 238 414
29 237 135
481 160 730
544 832 57
28 233 475
626 740 468
711 9 471
595 147 600
130 327 944
3 382 691
436 634 250
160 91 625
395 223 45
321 112 575
704 474 397
466 494 804
672 272 866
442 377 799
541 678 791
445 203 309
237 719 587
148 41 866
527 304 693
118 217 61
101 693 874
141 827 346
427 410 677
407 263 706
529 60 619
94 356 12
771 598 874
86 438 170
653 723 509
399 121 822
714 414 915
143 567 29
384 63 827
744 423 947
149 338 356
404 571 33
369 375 372
656 311 637
350 733 271
657 56 411
550 55 786
533 452 110
280 565 930
726 180 262
113 200 640
270 594 161
547 70 773
334 556 279
820 688 450
579 204 881
533 680 800
465 492 43
605 358 938
305 748 431
4 631 495
52 720 26
52 551 760
655 832 416
793 156 108
105 488 589
691 750 11
261 117 377
367 687 782
488 570 289
201 126 247
93 487 245
307 805 944
127 193 842
584 567 952
596 432 735
488 161 938
169 306 31
609 691 858
245 345 146
133 213 931
840 320 757
199 481 671
262 156 491
43 272 525
586 253 268
618 1 290
702 96 488
787 167 603
791 752 327
553 673 515
515 769 550
89 408 884
732 91 947
443 562 966
796 683 300
217 630 795
375 542 34
608 802 718
626 670 170
584 603 656
86 695 215
647 298 113
128 219 443
116 631 14
712 792 52
11 108 446
172 407 631
439 659 936
493 398 59
421 738 510
312 505 827
471 610 991
341 55 436
25 107 788
181 822 342
837 356 377
708 603 908
559 163 668
8 529 775
727 796 38
129 616 943
376 734 665
65 29 455
808 221 788
321 662 332
543 220 856
697 137 979
44 590 419
6 567 515
