854 2829
34 640 531
562 725 400
673 746 808
150 716 466
753 824 443
809 816 721
670 180 339
348 837 912
668 93 932
569 386 48
47 719 979
246 432 136
507 739 737
121 632 737
441 524 878
828 159 110
266 585 895
628 288 264
777 542 220
261 634 827
717 146 544
63 243 742
467 501 987
591 712 403
90 690 862
38 449 200
537 40 74
448 467 860
223 547 525
486 93 736
139 198 3
437 353 220
115 665 304
96 774 627
476 672 126
158 817 334
539 558 700
714 621 193
843 178 957
397 313 523
637 590 325
42 510 91
430 105 579
697 458 711
33 173 760
852 380 867
688 117 71
439 88 805
433 250 543
24 690 341
596 111 376
812 730 242
212 36 81
610 224 30
826 813 92
378 323 162
804 475 62
320 602 197
801 147 435
500 457 942
383 622 138
441 115 154
108 377 967
203 710 200
96 709 904
747 550 101
751 756 766
111 762 461
301 114 237
622 392 660
572 725 442
245 393 980
573 388 820
641 421 705
179 626 579
329 531 745
548 445 5
355 146 102
9 505 393
182 458 584
40 424 345
428 502 652
332 811 298
792 497 218
638 168 417
243 244 9
543 286 205
155 145 63
820 106 617
172 251 529
680 162 386
506 165 301
338 291 936
787 695 574
791 13 15
679 276 246
684 768 778
716 520 681
114 685 156
666 481 972
61 644 444
477 48 422
394 614 992
496 70 667
654 115 77
210 572 792
715 636 515
837 737 248
249 750 35
729 377 892
497 821 561
674 753 131
145 123 646
555 383 285
594 327 168
63 811 226
556 410 225
207 643 350
685 790 552
172 588 531
566 649 291
126 59 78
700 715 987
125 842 966
497 478 163
622 523 669
116 746 620
204 751 712
760 501 197
510 356 472
646 532 118
168 772 609
464 643 922
88 842 359
344 428 407
511 782 195
614 1 951
275 837 998
524 721 526
27 538 653
237 84 953
844 143 280
632 424 26
591 209 327
375 104 335
743 111 54
1 495 637
518 143 772
542 370 805
144 50 577
487 631 534
203 570 116
764 444 180
292 643 321
261 641 603
815 71 221
5 147 425
354 351 648
782 640 199
510 334 70
305 456 560
331 798 567
719 415 267
814 19 908
560 543 597
305 80 203
143 591 422
667 637 238
549 809 393
365 169 588
569 645 699
389 181 116
605 140 430
736 190 22
732 79 778
675 712 391
112 369 549
113 748 982
822 586 875
111 620 38
257 546 692
812 771 339
696 620 608
283 628 140
398 480 742
358 180 814
504 417 954
230 792 752
633 511 356
216 663 768
46 721 703
565 60 769
138 343 768
821 95 111
155 249 521
86 136 380
663 595 438
519 327 489
116 39 933
213 88 786
258 183 987
21 774 762
59 675 151
310 715 648
185 825 724
451 279 833
131 292 623
797 168 437
725 68 355
653 189 409
384 493 596
783 393 935
272 844 169
151 254 909
309 346 345
689 325 174
624 446 467
171 92 924
549 512 176
410 692 485
114 387 549
148 640 132
256 795 640
2 179 913
654 37 421
348 604 754
401 338 689
362 818 115
162 48 346
37 792 340
367 614 620
213 42 868
533 3 40
692 476 599
803 376 326
696 362 922
339 540 534
774 175 576
462 807 800
49 170 828
355 669 1000
508 111 444
207 499 945
136 281 260
36 267 546
180 498 371
21 32 319
239 6 914
505 40 607
515 310 869
239 737 636
731 782 528
442 803 703
11 785 238
670 397 411
589 141 109
506 301 672
235 680 145
637 686 390
534 400 222
541 74 972
736 100 852
115 93 418
367 484 484
161 455 414
34 720 29
776 330 311
646 627 308
363 383 650
174 177 372
430 445 163
837 106 802
169 607 894
245 575 283
589 729 948
505 392 962
767 239 806
92 281 578
112 17 448
691 852 623
355 499 8
669 662 184
472 133 851
78 500 400
335 806 968
38 492 163
733 352 957
224 606 744
811 778 770
814 130 888
308 781 555
95 30 742
520 366 615
39 366 515
106 17 718
278 89 68
767 470 852
257 420 771
477 128 736
563 83 59
70 579 709
40 276 185
828 32 892
231 553 959
340 715 116
722 191 63
838 655 66
353 508 420
823 787 733
322 667 67
323 345 475
577 132 957
79 5 126
223 508 807
222 599 361
11 33 21
441 325 732
435 514 261
617 447 437
253 407 738
669 130 406
368 828 50
656 797 716
487 833 164
562 150 995
652 43 772
366 126 626
188 115 478
698 709 844
246 800 349
835 412 123
826 779 697
418 759 974
632 437 636
591 638 318
139 836 974
68 351 35
301 89 627
377 482 773
310 522 528
364 203 656
778 601 261
465 401 394
116 87 228
500 558 904
107 14 757
214 226 537
445 94 612
778 445 954
233 830 843
826 344 670
62 746 460
47 554 188
417 195 261
517 57 754
175 57 62
7 106 394
697 319 384
15 685 109
171 445 418
495 683 52
433 824 247
125 361 966
578 213 44
373 756 863
422 828 631
197 513 892
2 832 621
319 733 624
566 614 455
97 798 871
547 7 991
617 476 119
74 726 645
576 288 559
636 266 282
595 108 794
171 445 56
122 510 586
62 16 25
49 491 502
783 525 247
484 652 144
651 92 190
112 464 847
549 58 954
757 291 600
461 712 886
463 161 564
575 66 677
449 536 500
470 811 761
55 766 108
259 577 263
415 398 862
73 623 905
554 656 844
668 164 635
760 138 378
30 383 454
560 174 620
433 788 304
63 777 430
54 612 690
846 746 540
655 155 308
592 106 753
785 257 343
272 572 678
600 648 351
540 538 168
497 671 740
725 708 124
326 425 39
163 642 986
712 688 64
280 762 724
790 546 322
185 750 62
471 503 281
808 402 176
731 775 177
851 733 340
693 321 14
110 760 795
764 88 771
247 321 432
597 470 801
187 322 594
473 421 747
835 204 918
281 475 407
459 404 376
300 602 924
491 16 761
732 423 161
105 158 8
144 484 160
451 584 440
78 721 837
633 46 48
481 589 221
283 255 325
423 97 28
403 437 205
511 356 563
562 463 993
670 139 814
520 445 545
782 512 261
675 35 106
35 665 341
374 78 938
245 619 644
428 707 176
566 234 291
158 640 329
166 351 898
127 790 96
678 680 982
109 95 577
805 362 237
27 344 148
123 777 132
217 733 463
34 14 470
54 853 642
544 304 669
566 665 221
321 87 857
141 684 853
840 121 118
307 356 858
529 237 349
337 312 527
437 457 492
258 541 665
636 533 685
347 632 74
27 667 956
510 98 335
516 94 574
629 37 875
123 55 540
458 761 214
511 461 280
375 154 747
233 763 435
38 790 608
91 79 783
59 487 317
734 791 515
38 698 993
351 690 586
537 735 536
591 202 291
345 16 246
752 810 682
