{Machetes_nebrius, Motacilla_caucasicus} {Aix_gigas, Budytes_karelini}
{Aix_gigas, Calidris_arseniavi} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Calidris_arseniavi} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Calidris_arseniavi} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Calidris_arseniavi} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Calidris_arseniavi} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Calidris_arseniavi} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Calidris_arseniavi} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Mochlus_oenanthe} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Mochlus_oenanthe} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Mochlus_oenanthe} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Mochlus_oenanthe} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Mochlus_oenanthe} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Mochlus_oenanthe} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Mochlus_oenanthe} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Mochlus_oenanthe} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Mochlus_oenanthe} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Mochlus_oenanthe} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Mochlus_oenanthe} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Mochlus_oenanthe} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Mochlus_oenanthe} {Machetes_nebrius, Motacilla_caucasicus}
{Aix_gigas, Mochlus_oenanthe} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Mochlus_oenanthe} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Paraphysa_constrictor} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Paraphysa_constrictor} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Paraphysa_constrictor} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Paraphysa_constrictor} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Paraphysa_constrictor} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Paraphysa_constrictor} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Paraphysa_constrictor} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Paraphysa_constrictor} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Paraphysa_constrictor} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Paraphysa_constrictor} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Paraphysa_constrictor} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Paraphysa_constrictor} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Paraphysa_constrictor} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Paraphysa_constrictor} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Pelusios_fissipes} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Pelusios_fissipes} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Pelusios_fissipes} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Pelusios_fissipes} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Pelusios_fissipes} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Pelusios_fissipes} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Pelusios_fissipes} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Pelusios_fissipes} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Pelusios_fissipes} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Pelusios_fissipes} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Pelusios_fissipes} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Pelusios_fissipes} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Pelusios_fissipes} {Machetes_nebrius, Motacilla_caucasicus}
{Aix_gigas, Pelusios_fissipes} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Pelusios_fissipes} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Regulus_pedo} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Regulus_pedo} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Regulus_pedo} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Regulus_pedo} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Regulus_pedo} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Regulus_pedo} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Regulus_pedo} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Regulus_pedo} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Regulus_pedo} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Regulus_pedo} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Regulus_pedo} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Regulus_pedo} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Regulus_pedo} {Machetes_nebrius, Motacilla_caucasicus}
{Aix_gigas, Regulus_pedo} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Regulus_pedo} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Sceloporus_pictus} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Sceloporus_pictus} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Sceloporus_pictus} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Sceloporus_pictus} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Sceloporus_pictus} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Sceloporus_pictus} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Sceloporus_pictus} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Sceloporus_pictus} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Sceloporus_pictus} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Sceloporus_pictus} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Sceloporus_pictus} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Sceloporus_pictus} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Sceloporus_pictus} {Machetes_nebrius, Motacilla_caucasicus}
{Aix_gigas, Sceloporus_pictus} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Sceloporus_pictus} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Tadorna_alpinus} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Tadorna_alpinus} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Tadorna_alpinus} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Tadorna_alpinus} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Tadorna_alpinus} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Tadorna_alpinus} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Tadorna_alpinus} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Tadorna_alpinus} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Tadorna_alpinus} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Tadorna_alpinus} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Tadorna_alpinus} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Tadorna_alpinus} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Tadorna_alpinus} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Tadorna_alpinus} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Allactaga_subrubrum} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Allactaga_subrubrum} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Allactaga_subrubrum} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Allactaga_subrubrum} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Allactaga_subrubrum} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Allactaga_subrubrum} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Allactaga_subrubrum} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Allactaga_subrubrum} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Allactaga_subrubrum} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Allactaga_subrubrum} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Allactaga_subrubrum} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Allactaga_subrubrum} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Allactaga_subrubrum} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Allactaga_subrubrum} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Allactaga_subrubrum} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Budytes_karelini} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Budytes_karelini} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Budytes_karelini} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Budytes_karelini} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Budytes_karelini} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Budytes_karelini} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Budytes_karelini} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Budytes_karelini} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Budytes_karelini} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Budytes_karelini} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Budytes_karelini} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Budytes_karelini} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Budytes_karelini} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Budytes_karelini} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Budytes_karelini} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Calidris_arseniavi} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Calidris_arseniavi} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Calidris_arseniavi} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Calidris_arseniavi} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Calidris_arseniavi} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Calidris_arseniavi} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Calidris_arseniavi} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Calidris_arseniavi} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Calidris_arseniavi} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Calidris_arseniavi} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Calidris_arseniavi} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Calidris_arseniavi} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Calidris_arseniavi} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Calidris_arseniavi} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Calidris_arseniavi} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Mochlus_oenanthe} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Mochlus_oenanthe} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Mochlus_oenanthe} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Mochlus_oenanthe} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Mochlus_oenanthe} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Mochlus_oenanthe} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Mochlus_oenanthe} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Mochlus_oenanthe} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Mochlus_oenanthe} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Mochlus_oenanthe} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Mochlus_oenanthe} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Mochlus_oenanthe} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Mochlus_oenanthe} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Mochlus_oenanthe} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Mochlus_oenanthe} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Paraphysa_constrictor} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Paraphysa_constrictor} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Paraphysa_constrictor} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Paraphysa_constrictor} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Paraphysa_constrictor} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Paraphysa_constrictor} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Paraphysa_constrictor} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Paraphysa_constrictor} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Paraphysa_constrictor} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Paraphysa_constrictor} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Paraphysa_constrictor} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Paraphysa_constrictor} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Paraphysa_constrictor} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Paraphysa_constrictor} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Paraphysa_constrictor} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Pelusios_fissipes} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Pelusios_fissipes} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Pelusios_fissipes} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Pelusios_fissipes} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Pelusios_fissipes} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Pelusios_fissipes} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Pelusios_fissipes} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Pelusios_fissipes} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Pelusios_fissipes} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Pelusios_fissipes} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Pelusios_fissipes} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Pelusios_fissipes} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Pelusios_fissipes} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Pelusios_fissipes} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Pelusios_fissipes} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Regulus_pedo} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Regulus_pedo} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Regulus_pedo} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Regulus_pedo} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Regulus_pedo} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Regulus_pedo} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Regulus_pedo} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Regulus_pedo} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Regulus_pedo} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Regulus_pedo} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Regulus_pedo} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Regulus_pedo} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Regulus_pedo} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Regulus_pedo} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Regulus_pedo} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Sceloporus_pictus} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Sceloporus_pictus} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Sceloporus_pictus} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Sceloporus_pictus} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Sceloporus_pictus} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Sceloporus_pictus} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Sceloporus_pictus} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Sceloporus_pictus} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Sceloporus_pictus} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Sceloporus_pictus} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Sceloporus_pictus} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Sceloporus_pictus} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Sceloporus_pictus} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Sceloporus_pictus} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Sceloporus_pictus} {Motacilla_caucasicus, Porphyrio_maihensis}
{Alcedo_monachus, Tadorna_alpinus} {Abantias_dignus, Falco_maldivarum}
{Alcedo_monachus, Tadorna_alpinus} {Abantias_dignus, Hottentotta_melleri}
{Alcedo_monachus, Tadorna_alpinus} {Abantias_dignus, Machetes_nebrius}
{Alcedo_monachus, Tadorna_alpinus} {Abantias_dignus, Motacilla_caucasicus}
{Alcedo_monachus, Tadorna_alpinus} {Abantias_dignus, Porphyrio_maihensis}
{Alcedo_monachus, Tadorna_alpinus} {Falco_maldivarum, Hottentotta_melleri}
{Alcedo_monachus, Tadorna_alpinus} {Falco_maldivarum, Machetes_nebrius}
{Alcedo_monachus, Tadorna_alpinus} {Falco_maldivarum, Motacilla_caucasicus}
{Alcedo_monachus, Tadorna_alpinus} {Falco_maldivarum, Porphyrio_maihensis}
{Alcedo_monachus, Tadorna_alpinus} {Hottentotta_melleri, Machetes_nebrius}
{Alcedo_monachus, Tadorna_alpinus} {Hottentotta_melleri, Motacilla_caucasicus}
{Alcedo_monachus, Tadorna_alpinus} {Hottentotta_melleri, Porphyrio_maihensis}
{Alcedo_monachus, Tadorna_alpinus} {Machetes_nebrius, Motacilla_caucasicus}
{Alcedo_monachus, Tadorna_alpinus} {Machetes_nebrius, Porphyrio_maihensis}
{Alcedo_monachus, Tadorna_alpinus} {Motacilla_caucasicus, Porphyrio_maihensis}
{Allactaga_subrubrum, Budytes_karelini} {Abantias_dignus, Falco_maldivarum}
{Allactaga_subrubrum, Budytes_karelini} {Abantias_dignus, Hottentotta_melleri}
{Allactaga_subrubrum, Budytes_karelini} {Abantias_dignus, Machetes_nebrius}
{Allactaga_subrubrum, Budytes_karelini} {Abantias_dignus, Motacilla_caucasicus}
{Allactaga_subrubrum, Budytes_karelini} {Abantias_dignus, Porphyrio_maihensis}
{Allactaga_subrubrum, Budytes_karelini} {Falco_maldivarum, Hottentotta_melleri}
{Allactaga_subrubrum, Budytes_karelini} {Falco_maldivarum, Machetes_nebrius}
{Allactaga_subrubrum, Budytes_karelini} {Falco_maldivarum, Motacilla_caucasicus}
{Allactaga_subrubrum, Budytes_karelini} {Falco_maldivarum, Porphyrio_maihensis}
{Allactaga_subrubrum, Budytes_karelini} {Hottentotta_melleri, Machetes_nebrius}
{Allactaga_subrubrum, Budytes_karelini} {Hottentotta_melleri, Motacilla_caucasicus}
{Allactaga_subrubrum, Budytes_karelini} {Hottentotta_melleri, Porphyrio_maihensis}
{Allactaga_subrubrum, Budytes_karelini} {Machetes_nebrius, Motacilla_caucasicus}
{Allactaga_subrubrum, Budytes_karelini} {Machetes_nebrius, Porphyrio_maihensis}
{Allactaga_subrubrum, Budytes_karelini} {Motacilla_caucasicus, Porphyrio_maihensis}
{Allactaga_subrubrum, Calidris_arseniavi} {Abantias_dignus, Falco_maldivarum}
{Allactaga_subrubrum, Calidris_arseniavi} {Abantias_dignus, Hottentotta_melleri}
{Allactaga_subrubrum, Calidris_arseniavi} {Abantias_dignus, Machetes_nebrius}
{Allactaga_subrubrum, Calidris_arseniavi} {Abantias_dignus, Motacilla_caucasicus}
{Allactaga_subrubrum, Calidris_arseniavi} {Abantias_dignus, Porphyrio_maihensis}
{Allactaga_subrubrum, Calidris_arseniavi} {Falco_maldivarum, Hottentotta_melleri}
{Allactaga_subrubrum, Calidris_arseniavi} {Falco_maldivarum, Machetes_nebrius}
{Allactaga_subrubrum, Calidris_arseniavi} {Falco_maldivarum, Motacilla_caucasicus}
{Allactaga_subrubrum, Calidris_arseniavi} {Falco_maldivarum, Porphyrio_maihensis}
{Allactaga_subrubrum, Calidris_arseniavi} {Hottentotta_melleri, Machetes_nebrius}
{Allactaga_subrubrum, Calidris_arseniavi} {Hottentotta_melleri, Motacilla_caucasicus}
{Allactaga_subrubrum, Calidris_arseniavi} {Hottentotta_melleri, Porphyrio_maihensis}
{Allactaga_subrubrum, Calidris_arseniavi} {Machetes_nebrius, Motacilla_caucasicus}
{Allactaga_subrubrum, Calidris_arseniavi} {Machetes_nebrius, Porphyrio_maihensis}
{Allactaga_subrubrum, Calidris_arseniavi} {Motacilla_caucasicus, Porphyrio_maihensis}
{Allactaga_subrubrum, Mochlus_oenanthe} {Abantias_dignus, Falco_maldivarum}
{Allactaga_subrubrum, Mochlus_oenanthe} {Abantias_dignus, Hottentotta_melleri}
{Allactaga_subrubrum, Mochlus_oenanthe} {Abantias_dignus, Machetes_nebrius}
{Allactaga_subrubrum, Mochlus_oenanthe} {Abantias_dignus, Motacilla_caucasicus}
{Allactaga_subrubrum, Mochlus_oenanthe} {Abantias_dignus, Porphyrio_maihensis}
{Allactaga_subrubrum, Mochlus_oenanthe} {Falco_maldivarum, Hottentotta_melleri}
{Allactaga_subrubrum, Mochlus_oenanthe} {Falco_maldivarum, Machetes_nebrius}
{Allactaga_subrubrum, Mochlus_oenanthe} {Falco_maldivarum, Motacilla_caucasicus}
{Allactaga_subrubrum, Mochlus_oenanthe} {Falco_maldivarum, Porphyrio_maihensis}
{Allactaga_subrubrum, Mochlus_oenanthe} {Hottentotta_melleri, Motacilla_caucasicus}
{Allactaga_subrubrum, Mochlus_oenanthe} {Machetes_nebrius, Motacilla_caucasicus}
{Allactaga_subrubrum, Mochlus_oenanthe} {Motacilla_caucasicus, Porphyrio_maihensis}
{Allactaga_subrubrum, Paraphysa_constrictor} {Abantias_dignus, Falco_maldivarum}
{Allactaga_subrubrum, Paraphysa_constrictor} {Abantias_dignus, Hottentotta_melleri}
{Allactaga_subrubrum, Paraphysa_constrictor} {Abantias_dignus, Machetes_nebrius}
{Allactaga_subrubrum, Paraphysa_constrictor} {Abantias_dignus, Motacilla_caucasicus}
{Allactaga_subrubrum, Paraphysa_constrictor} {Abantias_dignus, Porphyrio_maihensis}
{Allactaga_subrubrum, Paraphysa_constrictor} {Falco_maldivarum, Hottentotta_melleri}
{Allactaga_subrubrum, Paraphysa_constrictor} {Falco_maldivarum, Machetes_nebrius}
{Allactaga_subrubrum, Paraphysa_constrictor} {Falco_maldivarum, Motacilla_caucasicus}
{Allactaga_subrubrum, Paraphysa_constrictor} {Falco_maldivarum, Porphyrio_maihensis}
{Allactaga_subrubrum, Paraphysa_constrictor} {Hottentotta_melleri, Motacilla_caucasicus}
{Allactaga_subrubrum, Paraphysa_constrictor} {Machetes_nebrius, Motacilla_caucasicus}
{Allactaga_subrubrum, Paraphysa_constrictor} {Motacilla_caucasicus, Porphyrio_maihensis}
{Allactaga_subrubrum, Pelusios_fissipes} {Abantias_dignus, Falco_maldivarum}
{Allactaga_subrubrum, Pelusios_fissipes} {Abantias_dignus, Hottentotta_melleri}
{Allactaga_subrubrum, Pelusios_fissipes} {Abantias_dignus, Machetes_nebrius}
{Allactaga_subrubrum, Pelusios_fissipes} {Abantias_dignus, Motacilla_caucasicus}
{Allactaga_subrubrum, Pelusios_fissipes} {Abantias_dignus, Porphyrio_maihensis}
{Allactaga_subrubrum, Pelusios_fissipes} {Falco_maldivarum, Hottentotta_melleri}
{Allactaga_subrubrum, Pelusios_fissipes} {Falco_maldivarum, Machetes_nebrius}
{Allactaga_subrubrum, Pelusios_fissipes} {Falco_maldivarum, Motacilla_caucasicus}
{Allactaga_subrubrum, Pelusios_fissipes} {Falco_maldivarum, Porphyrio_maihensis}
{Allactaga_subrubrum, Pelusios_fissipes} {Hottentotta_melleri, Machetes_nebrius}
{Allactaga_subrubrum, Pelusios_fissipes} {Hottentotta_melleri, Motacilla_caucasicus}
{Allactaga_subrubrum, Pelusios_fissipes} {Hottentotta_melleri, Porphyrio_maihensis}
{Allactaga_subrubrum, Pelusios_fissipes} {Machetes_nebrius, Motacilla_caucasicus}
{Allactaga_subrubrum, Pelusios_fissipes} {Machetes_nebrius, Porphyrio_maihensis}
{Allactaga_subrubrum, Pelusios_fissipes} {Motacilla_caucasicus, Porphyrio_maihensis}
{Allactaga_subrubrum, Regulus_pedo} {Abantias_dignus, Falco_maldivarum}
{Allactaga_subrubrum, Regulus_pedo} {Abantias_dignus, Hottentotta_melleri}
{Allactaga_subrubrum, Regulus_pedo} {Abantias_dignus, Machetes_nebrius}
{Allactaga_subrubrum, Regulus_pedo} {Abantias_dignus, Motacilla_caucasicus}
{Allactaga_subrubrum, Regulus_pedo} {Abantias_dignus, Porphyrio_maihensis}
{Allactaga_subrubrum, Regulus_pedo} {Falco_maldivarum, Hottentotta_melleri}
{Allactaga_subrubrum, Regulus_pedo} {Falco_maldivarum, Machetes_nebrius}
{Allactaga_subrubrum, Regulus_pedo} {Falco_maldivarum, Motacilla_caucasicus}
{Allactaga_subrubrum, Regulus_pedo} {Falco_maldivarum, Porphyrio_maihensis}
{Allactaga_subrubrum, Regulus_pedo} {Hottentotta_melleri, Machetes_nebrius}
