9355 28302
2733 4696 -614
5742 879 539
5553 1110 738
4868 3117 -480
4900 6106 660
3035 8697 -413
4407 3268 -615
278 1382 35
7446 7928 457
3304 8416 -186
5650 6740 -802
2296 7941 840
5001 4528 -982
2077 1862 552
6160 2781 -54
7817 9175 368
4558 2692 -113
5918 1333 894
4958 6420 457
6293 4501 -753
3053 6796 858
2209 2955 743
7140 8322 613
572 704 890
1334 2467 579
8505 9180 250
7476 3691 313
7200 1340 683
2865 7629 190
6203 8005 338
8302 6314 -544
4561 4941 651
4551 3438 68
5470 6793 254
4069 2260 -93
7121 8081 -323
9226 4519 -215
4472 1238 -603
3043 3869 21
2296 3016 516
2203 6624 -777
5780 372 -391
6979 5510 211
2915 8763 -624
1966 4950 -189
473 6496 725
1429 4491 814
7077 90 -44
6690 3249 3
6403 4529 322
6213 2757 -13
8481 1255 -622
8091 5440 -776
7160 7987 -441
6281 2996 366
4360 3406 230
6759 9325 -557
1653 7404 250
7118 2293 -660
7834 5914 -333
2766 147 -789
8269 1704 -14
8483 5338 -329
4383 3731 103
5128 4462 -541
5524 7522 671
6576 18 -712
6959 7068 -432
7026 2144 761
800 1399 528
7199 523 727
2051 3941 476
3676 7175 -66
1303 733 918
1661 8231 -231
7607 3494 -356
2101 5346 403
4132 1388 868
3977 2745 -19
718 6664 704
8363 43 -478
4558 8109 -166
3636 4920 -784
3629 1233 79
1928 6531 -121
5980 952 -258
3130 9312 -841
6975 5657 802
5560 8709 -446
2467 6506 -999
4762 4142 -744
8903 4755 342
8835 1670 -324
375 2528 -818
227 8725 -956
7619 2309 966
8943 2100 422
2518 4725 465
221 3332 -220
8491 1422 -955
7464 6160 -363
8485 2742 47
3373 2408 -414
94 7892 -239
8431 6838 30
4709 7583 445
7446 515 968
8252 5751 -599
3255 1294 -93
999 1120 -671
2736 1320 68
4045 8245 459
9249 528 -726
4119 7168 -277
9269 651 -598
4429 4752 -67
3604 897 -229
38 2607 739
3293 1936 -654
1220 2945 -682
6505 3194 529
6474 5392 73
6626 8241 815
1972 4259 -263
5780 8128 -11
3991 2438 576
1508 6746 477
7837 3393 435
1460 2874 597
1708 5647 636
5847 2953 -247
561 6564 358
9022 5662 -801
6457 6794 106
1323 407 -863
404 569 487
4400 8277 158
7221 3533 815
4286 5490 -890
2406 3940 -537
3026 7104 998
2785 8934 -343
4542 4096 -456
4160 2174 115
1231 8807 -620
1920 135 -668
188 3097 -311
7815 6278 -995
5615 6538 -741
2139 758 17
7025 1806 416
2329 1364 -401
3281 7462 468
8525 5227 -859
5711 194 -204
3846 1516 -941
1421 6493 -360
111 4248 -176
4296 1368 221
2323 3590 686
330 3632 787
7489 4406 657
4755 8569 254
8601 329 542
8879 282 -485
9057 6167 328
8960 2068 58
4249 4901 967
3231 1338 -802
4916 2081 753
6443 8001 -351
1185 591 -349
5505 4477 -598
8000 2689 -475
1845 422 496
4358 66 -236
4441 5504 -963
7567 8944 -509
6901 3611 405
6551 556 165
8218 2273 -212
3026 2692 641
3750 7562 -499
4288 3656 -667
9264 7504 145
3620 8366 -373
9333 6266 853
8417 5430 892
8007 8932 -643
5563 7891 -383
5020 5633 -246
1868 5131 523
4583 443 -472
6007 3748 -675
9251 3867 -424
2239 5503 -746
4613 4134 492
7802 9234 444
5302 1363 -677
6208 8231 -865
6892 5192 933
9029 5243 98
2684 6852 642
7474 6040 249
3997 1555 -239
2633 8877 668
196 2669 311
8652 7814 180
2166 3622 958
8292 3353 868
2770 627 -585
4565 6086 598
3704 8678 -768
6832 4430 -481
3123 7771 356
8686 2820 201
1945 8016 -733
8531 4260 -218
2875 5531 49
4087 4589 -463
2318 3579 125
5577 6685 -567
207 629 -464
7196 3520 581
5952 7599 172
4446 4209 867
7876 4903 -181
6259 6991 -291
4841 1508 135
6864 7080 -636
8167 7018 -613
5368 6593 -622
6679 4471 110
1536 6419 942
5693 1794 -4
5473 8291 -46
2182 2007 726
1275 3920 -151
4401 9009 -618
7259 9177 -772
9340 2636 -249
5084 6019 993
1289 5370 191
5347 5857 -588
693 4795 929
4501 3442 -260
715 4343 160
6825 4623 300
8294 6015 -356
3240 7354 15
3941 9218 73
4797 604 6
1546 2828 128
6626 3266 766
6604 4322 -111
1158 5429 -961
6594 4764 202
5053 9300 808
2897 1332 -292
4512 5207 464
5776 4176 898
6353 9087 272
5660 7971 292
9031 2795 -580
6136 305 -645
3237 4247 906
2190 8492 796
3997 8552 -76
6072 7872 162
6393 7171 -780
4977 3445 330
4869 4903 282
1545 7221 -556
4323 7727 -225
4667 651 -623
6663 8050 489
2475 6711 609
3336 3015 -119
4984 8357 572
756 5912 679
166 27 107
4367 4485 -379
1850 3682 -365
6301 7765 373
1859 6456 -1
482 6958 36
8567 242 176
1409 1851 -397
8364 7829 741
1268 2439 338
2740 6431 -539
3285 7484 -194
5953 7363 -971
8204 1261 -367
3836 1704 -251
4981 6553 809
6208 5673 985
6469 3348 -233
7509 2743 236
458 6838 -817
8468 5839 916
2838 8972 -44
3526 4243 183
6285 2886 -548
4533 2255 456
4201 1012 754
342 1203 -877
4103 5916 -318
966 2917 -818
1082 3373 334
8456 806 -547
3704 1479 -850
4509 5514 -211
181 9009 571
4935 1015 -841
7480 5589 833
4994 4687 -202
1107 8604 757
3061 1971 246
6402 4885 629
2059 5543 182
699 8967 -195
1569 2497 407
4501 4814 397
899 7389 779
109 3104 507
5457 4118 -720
3944 2427 -629
2459 2570 831
2689 510 -353
8664 6140 121
8926 7253 549
820 3464 627
6569 6774 467
270 6108 920
6770 8782 480
5103 9298 -277
4805 4407 728
361 7951 896
4876 3219 647
4929 8572 -927
3758 7716 -625
5607 4923 782
3268 9277 817
7258 6752 -837
2761 6679 559
701 6930 -915
4233 7592 385
8064 5431 436
950 4379 672
2631 5670 36
3957 5226 623
7059 8794 448
9223 8004 -983
1272 6046 75
4448 6138 -836
3240 8969 463
798 1996 371
3740 7255 688
5607 2629 438
8924 7251 910
7570 5898 208
8535 9084 614
4245 7641 121
6821 1463 -481
8010 5929 443
5387 8485 -6
9294 6802 -901
8855 1155 -314
272 5040 126
7421 5687 34
8262 1154 -780
3873 393 307
2476 3218 -444
3047 1802 -799
8887 7514 -900
5872 1063 134
261 8216 506
3323 2276 743
5899 7223 -695
5682 6597 498
2349 7028 -107
2456 4693 354
6576 702 549
7485 3520 -518
4125 4816 -309
4056 2472 209
7123 2793 -150
1762 920 898
8808 4887 -389
730 7953 500
7877 510 964
5171 2179 -645
5424 5306 -681
5413 7733 43
70 8769 125
9217 6853 673
3729 2667 -552
4741 8503 313
6588 5345 46
8505 1962 -650
1683 8732 280
7068 3550 221
5626 1468 688
3011 4361 886
8013 6582 918
7204 4425 -272
4403 8289 -892
6787 1334 -24
2543 6985 -287
5999 4806 -270
1984 7830 -503
5546 6283 -777
4634 4492 -117
3033 1301 -913
7740 6506 -972
7889 5837 849
4135 1369 941
1290 5933 -368
8425 163 155
1559 5640 29
890 3584 -184
9116 6879 468
3827 8083 616
5620 4006 337
5851 348 659
2338 5081 520
6208 7053 -920
8639 1750 705
4432 2475 -918
3050 538 382
4345 3825 -528
8454 3661 395
4379 1437 -665
7469 297 -832
2210 2040 771
8038 8118 -785
3196 6248 771
206 4673 -613
5650 4774 -751
6675 2692 729
2038 980 22
9332 1496 665
8503 6050 785
8778 7419 -59
6126 206 663
8958 7442 757
4405 3606 -315
7171 3514 -702
5219 5181 608
3654 1357 -448
2551 3926 158
4028 1106 -145
5979 3164 -367
2466 2320 -991
3709 8390 -875
4951 2658 407
1947 2996 -852
1324 4538 578
3788 8358 433
1826 4595 -591
2740 9270 657
236 4731 999
7836 251 -176
8098 4799 658
78 1507 -203
1902 633 535
6782 4708 782
3120 9035 -448
4761 8984 -902
4511 8875 -246
2557 9326 -342
3883 9213 -713
526 5434 -929
4136 2889 807
2128 7363 -468
5754 6929 -63
2460 7923 667
6636 3153 543
7069 823 714
550 7942 -854
8518 7621 328
9355 274 551
8216 2827 181
2767 1723 -402
881 4038 -276
2208 4270 -979
2079 3340 -971
3695 9057 -627
5193 1742 580
6424 5409 -460
5769 8527 262
3076 4111 270
423 4273 -682
4406 4791 -66
2326 640 580
9348 6390 125
3638 2367 -226
1233 2864 -162
1004 5049 -305
7315 5802 467
9050 6558 -421
7307 4925 -654
3145 6503 -226
7678 9325 -410
3064 7028 -752
4605 2660 -354
1752 4385 811
7740 7039 -290
7784 1913 483
7209 5476 -773
9035 8189 743
6397 2321 559
6944 7841 225
3568 6367 -335
1224 19 231
483 8967 -859
8342 3154 35
2903 4651 -695
6800 5922 135
8833 5265 262
8736 2025 594
2190 7697 165
178 9159 -618
2075 2699 -899
3701 1977 156
7186 4256 -773
1654 5221 677
362 8097 399
869 4919 56
4711 5130 416
5444 8310 883
6903 9172 -847
2259 7509 883
9252 7882 380
931 4556 833
3895 7515 449
6317 1629 -474
3466 4185 180
2172 143 554
2886 5243 -243
6571 8363 898
7659 8892 698
7656 8343 389
2677 2659 84
9156 4527 308
6248 7228 312
2811 6504 527
1601 3612 591
7805 7540 714
3579 1531 -882
8926 6090 -660
7689 6093 466
4862 8719 111
7398 2285 -530
2364 3585 451
6842 2074 272
7832 2082 -957
3775 2802 -18
7895 6922 989
1774 2422 765
3749 2516 158
7496 3431 -448
894 304 359
847 8253 745
3099 2891 251
6448 1334 -731
2502 8809 -179
1245 7188 -831
4572 7228 -570
3816 8172 27
6841 2169 462
2779 1346 857
5021 7381 -269
8255 7754 -833
4514 845 -892
5163 6816 371
5030 8922 198
6376 2110 765
5474 3022 243
5663 7339 -254
1947 1521 -429
8125 1459 -686
133 1642 818
8544 7330 108
4035 3662 -478
6422 3784 352
1412 2939 -998
3628 1500 984
3522 6794 -803
2633 3067 239
7198 3790 -718
2662 2597 -656
4087 3762 -549
8459 7611 711
3327 569 950
6027 1299 93
2955 3787 989
3863 4307 492
941 2152 478
3935 1800 -47
1209 6682 408
8336 4502 -606
6133 998 -162
2841 3272 319
6407 6936 -921
4649 620 -27
6932 1688 -375
2401 2679 -43
6143 8022 502
1907 7671 -27
5591 63 470
1313 3237 -518
1925 4155 773
6123 4560 955
1233 7538 -530
4832 4639 395
6001 6249 -102
8916 1780 -601
5925 7849 139
5807 7252 447
2138 5036 -960
8988 8344 -957
3680 7571 589
1345 7892 246
964 3412 -165
2117 492 -127
3325 9011 -459
6787 3726 648
4032 2020 -961
802 1940 -453
106 3734 -122
7340 2559 754
7709 5627 173
3289 9153 909
4497 9167 -215
5661 5006 -696
7867 7749 -432
3704 4405 99
1398 7073 694
1590 780 -778
7175 2827 127
3078 6153 500
6230 2763 -542
4351 7376 305
7106 3646 -496
2933 6086 342
5459 8069 824
4002 4940 342
2919 4233 285
7299 385 398
852 2440 -833
8010 4933 -925
7194 5843 -981
1591 3582 -444
2732 4127 806
6115 7020 -462
2576 7758 -23
364 7871 35
8857 6502 -912
5678 6543 843
16 6935 -111
662 549 -61
3457 5928 322
7156 1223 -728
4833 2812 -882
6791 6608 814
7033 3381 25
9263 7544 -463
6143 3405 627
9193 3816 607
3747 7142 -338
6669 6271 952
3955 8255 999
2396 3891 -984
3691 5842 -638
8959 7114 230
6274 8236 362
2654 8414 59
2782 429 313
4638 1731 -781
3363 5122 808
6261 2227 -852
3171 7224 851
2537 377 -875
2235 657 504
726 4316 -77
3821 8611 -416
5151 1573 600
1707 2432 -92
3133 4450 -409
7558 7532 -353
3279 4366 -279
1579 3644 329
6362 186 -139
726 2007 -608
6623 8682 -85
3415 6498 -574
165 1343 413
548 3365 -19
5760 1321 -236
7757 7996 -535
5228 4034 264
5539 7688 340
6887 4985 114
4414 7986 -846
1010 1902 856
7861 63 -976
5266 1555 960
4466 7506 200
7427 3273 826
1780 464 -905
3663 8542 755
4167 8226 379
6154 4504 -303
1816 6206 -636
3039 146 -503
6994 2269 197
1242 4212 -334
7380 4765 368
5001 839 -20
2516 5098 310
1305 6210 448
1466 764 -938
5662 7132 459
7789 6333 817
2674 3798 -878
1221 6926 711
5864 4928 -163
3206 7063 -309
6158 8524 611
4359 5152 512
6520 709 23
6113 4247 230
134 3387 276
6522 8245 -272
1385 6519 -345
8354 858 868
449 6357 545
4504 3085 -313
4544 7978 707
4722 4508 -737
3744 8939 -675
1983 210 555
8412 5277 -661
2967 7072 923
6806 4244 -201
3926 3104 113
3897 6138 -397
844 10 -97
5517 4032 -320
9179 9002 -811
915 9232 222
7616 2011 396
706 9262 261
570 4537 -81
2188 417 180
8935 7350 55
7558 4993 -668
6559 6367 -123
7196 447 -87
4750 5225 -827
6199 2027 656
3974 8922 -429
6937 3528 -783
2141 4946 373
4227 9201 698
791 7294 499
4840 3478 974
8755 4018 -527
4537 8646 -953
144 373 438
7752 7573 -203
4108 1537 -822
8450 581 -1000
1958 1002 -593
184 152 32
6140 2787 900
2136 3437 791
3270 3801 524
4349 6063 995
8318 8022 154
4146 4580 232
5721 2616 754
4738 3112 -902
1845 6025 470
3631 4858 -5
358 1510 -409
5488 7841 139
5967 5372 478
2133 4698 823
1450 2600 -203
5865 5730 -465
6633 3576 600
2342 5479 75
7351 4037 -150
1558 5298 -363
1004 8887 992
8617 7213 424
8017 3932 680
5789 8370 160
6974 7175 -229
804 2015 -282
5997 4456 553
2923 6460 352
4942 8067 -974
4033 7198 701
8495 7532 518
1090 7184 365
8540 575 -75
2920 8682 -84
6870 4458 607
482 8054 -405
964 6521 805
3047 8696 -888
8101 2410 877
8447 8511 118
530 4454 -319
8697 5826 603
3731 188 -736
2613 6838 374
8512 7029 827
5163 2388 569
5717 1124 -296
4833 6339 -455
6324 7752 -419
6144 4552 -793
344 4214 -261
1670 5426 -150
5079 2878 -754
8204 5669 446
2434 9243 384
2826 2295 670
7521 6563 221
1607 6075 26
7354 8568 -981
4140 3985 201
7128 4705 -374
610 4905 -64
6402 1216 217
8205 4117 -295
1694 4762 -131
5918 1774 581
1848 1767 368
355 3358 -61
95 4502 742
6441 3825 200
3650 3244 -778
7028 8076 -735
305 8562 895
2015 4960 289
4207 2879 806
4749 7230 900
8466 2624 426
5482 8464 992
3808 8402 824
995 50 91
7816 5383 -253
7035 5896 -756
9240 8029 354
3505 754 595
6055 6438 127
4524 7522 668
7824 6513 747
5732 2037 -792
1959 3163 -896
351 9170 38
1821 1466 492
4717 940 -944
8907 9318 -178
5307 1759 -302
4454 696 130
6723 6067 -439
4744 3052 -994
9191 7106 52
7253 4811 -192
179 8331 -859
5725 7420 259
4689 5183 171
8338 5034 -802
3899 9209 198
8870 7099 352
6486 6404 386
5543 5461 129
2106 6318 510
3535 5516 -488
7430 4142 -321
5094 6678 24
599 249 -143
4935 4152 570
6723 486 -530
7183 4031 287
3888 9087 301
4135 8153 669
3341 8058 -884
7115 6739 182
974 3457 -524
187 7257 659
7013 3688 -35
7231 1460 -236
7206 800 94
7944 7206 505
4342 860 -60
4360 4918 -115
3147 8528 321
1496 6613 -524
839 4978 -544
3638 2204 -339
6807 3660 -611
1950 684 -697
2569 3963 950
3209 8089 -191
3711 9279 465
1208 6792 410
5683 6222 -65
931 8012 860
5300 664 834
8229 6912 837
8681 8124 773
7966 4306 -259
7819 1278 -461
9116 5192 -113
2454 3711 -72
3616 6106 -821
8861 2194 -620
6237 6584 -640
788 2981 430
729 5664 894
9000 5793 -137
9209 6205 772
7316 3965 -243
1551 5800 416
366 894 -822
6151 4617 649
1236 5409 -823
2185 985 -133
4605 3462 713
5256 3867 -526
571 186 -464
557 7745 -966
6479 1168 -982
8977 2465 225
2287 2865 607
3806 5300 -554
3942 1883 -406
8707 7035 241
2007 1148 -791
3478 2489 373
2096 1726 443
4155 2434 -146
4517 9132 479
2963 7392 572
8293 6459 920
3723 4306 768
2799 6813 566
6560 4826 926
1484 8082 889
8663 8821 -548
2423 6368 -853
7718 8542 -522
7609 6851 -576
5417 6947 -812
322 6675 -654
7318 2667 458
1999 4749 223
6473 3956 152
7800 6506 700
6039 1397 -947
575 2159 -623
2401 2827 858
2663 1311 -78
3797 492 -834
7136 8857 526
7960 4991 -302
195 1784 -270
3628 8330 -796
637 510 -849
8976 8130 916
4431 3141 -5
5520 8423 204
4009 2996 428
5448 9065 -870
4780 1584 -590
1073 370 504
8365 4238 -941
3157 3052 324
7363 3736 -480
4606 7290 -17
8442 350 44
8013 107 -778
1366 613 943
1179 4354 -891
2639 8083 -873
865 5265 -274
3640 4703 -254
4214 7580 957
1922 5226 -509
9232 7036 -468
196 2716 -511
3986 7575 -171
2948 2810 207
6199 6742 35
5935 6845 -471
4790 3771 906
1603 1460 597
5839 1956 -74
7585 8943 -314
5477 5011 625
5956 4795 -818
7510 8516 -335
6449 3931 295
1669 4762 778
8042 8120 -583
3044 7674 116
6374 1766 -278
5651 6904 430
878 6664 -165
4208 4852 14
5384 6579 -482
700 3860 221
6556 6337 -29
2335 3187 17
1496 2650 547
3073 6508 -298
6238 4916 -632
8851 9008 -98
2473 5339 -698
4997 4285 -112
1576 6148 964
3590 8665 -212
8874 437 71
6292 6496 -151
2105 659 141
3733 730 -763
7403 4740 -922
4849 4917 -472
6919 7440 986
7593 1556 -915
1730 5198 -195
2206 9331 -89
1934 1493 -564
3562 2926 607
8148 4416 -532
6733 1812 -500
7131 9206 757
7615 5718 -608
888 6034 552
8209 4527 302
5065 1175 375
5129 7207 663
7112 8834 -616
3729 1161 -108
1417 3589 -297
1812 6686 958
6741 116 286
5036 1696 -296
307 4857 -90
7628 3544 597
661 5236 604
6776 582 -653
2549 1771 294
3771 7600 182
4554 2752 471
6898 5177 -95
2887 1378 416
730 8189 -657
1880 9029 -229
7890 8458 -658
1669 5396 -272
3751 324 785
3141 8327 591
4654 2355 711
4004 3724 -863
7362 6692 -844
6476 9102 -835
7399 8667 23
759 2159 886
6913 7909 337
6228 785 -793
8644 3672 851
2950 5102 821
1114 1283 911
5271 6765 221
6956 2508 -106
9140 8469 325
8707 5993 852
2859 8971 -281
7766 229 139
6374 5080 672
9138 3335 -550
4281 4317 -847
7699 4309 -731
5741 2277 -287
9217 7225 -843
4922 8534 317
7735 8950 -243
6036 1101 966
1425 8551 -121
8691 615 874
5143 3937 809
7343 3968 -907
2595 118 572
7370 6318 262
8860 2062 -660
8985 4693 468
3366 9233 876
8650 1206 -670
3009 1820 -222
5726 3628 781
1654 6438 999
2794 8285 -471
1077 2214 442
3411 2233 997
9188 3316 524
3350 2425 848
8389 8466 794
1769 823 562
4972 8730 863
1402 2615 477
287 7159 977
4415 7387 -273
6306 2347 315
7797 1435 799
7907 7671 229
108 6243 -357
7799 3667 809
7564 6448 -25
8735 2100 -522
9118 7441 -472
8159 414 402
8713 3075 114
7323 5351 -602
7129 3645 644
2319 8226 458
7513 7493 -514
5540 7270 518
6300 6537 136
2022 209 915
465 2696 -6
1132 4432 -346
3589 9314 966
1524 5144 172
2188 455 628
963 4775 552
845 1218 -714
6349 5943 530
2764 5525 -244
8340 6597 873
1519 2505 408
2253 3265 905
1750 8235 -757
4806 823 -81
8749 7086 -374
4200 8182 -173
6575 3787 704
3345 3659 -735
8571 249 -278
5781 6277 227
316 1270 930
8083 7966 300
3633 3476 -195
4878 714 -90
5675 3902 713
6509 4184 -928
6779 3085 -391
7779 7253 612
1309 6910 1
8082 6596 998
1616 8582 555
384 6468 587
5819 2849 304
9006 1113 -176
9184 3249 300
4536 7422 -938
7472 1392 -480
7899 4180 -570
6775 5297 -914
3347 8061 -471
3963 3182 -307
2174 408 633
7174 1261 -267
6607 7681 210
3916 3991 -971
8197 2103 424
315 2661 151
2933 1490 -557
5917 1938 -876
7791 5954 431
1892 7374 -423
2976 2164 -208
1029 397 -6
8107 5367 -731
7055 5228 404
3537 1150 965
4448 8755 9
3936 1675 -718
5798 9013 -838
5272 1973 331
5099 5903 -722
7265 7953 80
496 5376 -654
4333 4792 -134
132 1615 393
6378 8284 -438
6514 2794 451
1068 4089 232
8529 3193 762
6948 325 -281
1023 3528 -106
2421 1638 -858
1396 8681 -242
7255 9133 -890
3629 3196 -995
4164 4104 352
2077 6504 -367
7292 3782 556
6954 559 228
3716 2774 555
5486 5875 -751
1627 1470 -551
4593 4156 658
1128 947 -246
116 1744 -667
1199 7301 -197
6584 636 530
6463 6500 725
5066 6399 976
770 1928 920
6423 9044 -606
7327 1147 -612
1070 6373 240
6872 5127 994
1159 1280 563
7904 1997 130
4037 6415 -605
8128 3525 989
2772 7079 -653
3293 7688 -39
4536 6921 -809
6101 1578 295
9182 4870 13
5 2575 -109
5533 3461 -837
2225 4939 462
1875 8772 723
9063 2415 -273
4457 5487 471
7046 2572 -74
2729 1465 440
459 4236 -954
8192 3332 883
3932 1302 -892
3486 3880 941
1165 325 -404
284 6175 259
7744 858 441
7298 6219 -828
1424 5045 230
2885 4758 656
8225 2688 -756
7964 7386 168
6742 5129 -138
3682 8129 507
5131 868 806
1536 7854 236
6245 8826 -61
5169 8941 -771
6472 933 -625
6794 4222 636
887 5897 -854
7529 776 533
3677 6030 110
1657 8232 387
7797 8355 194
6980 2054 -183
3358 4663 -656
1158 2731 -5
4964 8290 644
4192 1382 965
4822 6003 775
7205 6581 -660
6640 3100 -527
6288 1159 897
6251 2636 8
7019 6793 182
6676 2805 -582
7201 3215 802
2709 2734 -496
4718 5124 -566
5962 5148 335
9162 3238 -947
5078 6710 -463
6778 5125 -497
8101 7032 -57
1645 7478 -133
3646 2271 195
7461 1866 481
7730 2297 914
1546 3318 -109
4481 5849 75
873 3639 533
8779 7342 -659
8105 8967 996
1916 9070 919
2289 7185 -853
6487 7088 76
1546 1756 124
5016 7320 -934
3109 9312 982
2052 7285 983
5187 8110 -969
550 3288 185
4804 1529 568
893 4460 924
421 1701 651
856 1546 1
6939 7528 -705
4460 2429 -458
3790 2799 97
1948 1016 -408
4463 7396 782
4143 3257 282
5026 523 427
6629 3830 582
4727 5938 963
6055 72 728
3970 8111 -243
1372 6788 -253
6876 2591 -887
683 1491 334
3314 8596 -118
7559 8138 876
2345 1830 -94
9336 3672 -530
7289 2981 719
813 2733 521
5965 6583 -998
6760 5826 -891
2238 2931 748
7791 584 -707
7360 4580 459
1785 1163 169
3173 5296 510
170 85 301
3844 1802 -449
5010 3801 -694
8312 912 780
7076 1516 -807
5686 5308 -139
4628 593 -541
3973 5215 -620
2053 971 -70
2458 7936 403
7355 337 819
6911 637 834
9254 1516 -524
5783 6429 -137
5713 5115 235
828 1038 -665
6280 5815 622
632 4068 664
5414 8667 -801
7384 1706 240
8324 5189 -134
1302 3489 -763
1078 7547 169
8904 4609 -201
5523 2896 -790
552 3579 -670
940 5267 625
7664 3237 796
4437 1796 -825
3712 6879 366
6778 6586 -812
1562 7831 77
6574 6811 834
6964 4897 -627
8995 4860 -532
4305 7428 685
1584 1789 -539
8392 1584 -944
4541 216 -784
939 4296 891
7288 9216 870
1127 7278 487
5473 5674 -724
1362 8711 187
6803 1578 336
3530 4126 -298
7855 6724 -462
3865 7164 930
5013 3449 494
8642 7282 710
8340 7257 -735
1849 1396 648
2285 962 -666
1243 8391 675
136 2462 -665
7384 6815 -495
9265 8229 662
4392 7641 -303
226 7184 653
5081 7880 937
8824 1228 17
8630 1848 821
3855 70 400
2717 4875 -912
8535 4074 638
1013 6496 493
5800 4458 903
973 3393 -357
6308 7771 -903
240 4513 -447
6922 6110 968
1591 1501 594
1827 382 202
4843 4555 18
7475 6499 -980
7246 4244 551
8225 4792 631
2569 6640 -687
7929 4090 -969
3104 7191 931
6058 150 -117
1835 7668 -356
6835 790 44
1013 4575 -519
5697 5688 -357
9019 3871 -267
5505 7897 614
603 1550 428
3208 2047 48
4913 5584 -133
6504 1256 159
8772 2515 -775
4050 3057 444
741 3378 -77
6480 2357 447
3 3585 -276
3948 5833 -348
6934 1867 20
2923 8907 75
6132 980 -80
2670 326 -65
3733 8833 906
2970 824 630
2826 1101 -477
854 9297 626
5138 360 -712
8524 8244 -189
2444 8764 653
1506 4926 -666
709 2723 -220
5855 3958 -249
3382 6274 -901
8363 7548 485
4036 1637 -824
2017 2065 246
2987 2572 -118
7316 3753 -487
6554 9291 676
8768 9238 -74
6881 2585 -889
2155 665 36
3533 8009 -836
268 4715 630
8113 5958 285
7446 7356 186
8899 4066 -774
921 7275 518
2446 9114 828
5425 1016 571
6071 1396 22
2893 8393 -145
6840 7637 840
1002 8909 432
3801 1564 840
2369 1750 -279
3309 627 -145
4035 9023 644
1552 3481 687
990 5947 -331
2351 4234 23
1958 3055 769
3553 2881 952
1923 2275 746
7195 653 -118
2324 5566 764
3159 933 -47
4628 7249 45
6980 5703 -532
1635 6001 -764
3111 7031 -508
8194 9111 -260
4080 1287 482
6445 1351 938
630 8952 -635
9013 503 644
7973 2340 299
9333 4502 -480
2497 5890 -746
6436 4612 548
1198 4087 665
4357 9354 -488
6063 3202 -291
4649 8699 -552
6150 6035 134
1429 8325 820
7083 388 853
1096 6052 -654
3922 5689 128
234 8221 -120
3977 1007 -766
2914 1687 123
1929 5968 -460
1452 789 415
8520 5537 -170
7209 3763 -730
6528 630 -890
7271 336 998
8020 1061 -456
742 5705 38
1777 202 -270
1386 435 -445
258 3993 -212
8976 6021 365
2415 1927 -937
1292 270 262
58 4958 994
8919 3402 -963
8454 8688 -448
1782 466 439
8097 1910 107
1042 5543 91
7954 3725 683
2450 5096 -91
6345 4741 523
5921 5980 827
4352 6803 159
9281 5612 788
321 5503 634
3719 1543 -424
2895 65 -901
3442 7774 -190
4411 5133 -408
2711 2445 -939
1957 606 -904
2102 4170 -680
1603 5837 453
5255 7937 938
4447 3058 322
1215 1757 710
2126 4390 933
8918 9238 27
3204 8350 447
2418 5598 -142
3319 6257 415
3850 1357 301
6771 2152 777
1923 5878 403
5773 1109 36
6191 7003 -626
2964 8408 -29
5933 6771 -940
6874 1421 118
1787 4833 849
4970 5727 16
7827 1203 92
2007 2413 -571
1336 3139 591
836 5963 844
5655 6365 -435
4145 7352 -517
7957 1451 91
8303 7830 -829
7442 8552 -540
8034 9077 442
1407 9160 -533
7647 555 -168
6820 5347 270
8610 5472 656
8166 9023 -848
5263 4720 -993
787 824 -774
4455 4505 -160
8720 4279 767
3617 8406 -268
5903 3437 -335
6023 3144 -49
8161 691 574
4952 6407 -527
9228 5658 271
3626 1644 923
6838 5674 -753
5517 2950 -145
1246 6886 -825
3286 9004 -663
7699 8793 -493
7970 4629 98
5448 980 -31
4899 5636 -301
9267 7787 -357
3707 287 646
8631 7218 244
3012 7688 412
1126 9153 313
5745 7851 -313
7690 3446 126
3058 333 857
1965 6297 -926
8626 2879 -970
7601 594 -845
5781 1052 -717
2145 4620 8
3851 3081 147
8541 1008 244
2783 1079 366
6542 7962 233
5347 6182 -665
8135 6935 65
5377 1993 200
8993 5317 -258
3807 4902 701
6107 6074 244
4531 8697 -115
8313 1208 44
1542 2872 -74
8903 607 399
417 5833 -446
5760 980 123
444 4750 -875
4815 6739 -137
4825 1297 -849
4577 5008 431
7665 4659 299
6115 142 -269
8941 3116 831
6485 7119 -893
3681 2597 836
5087 6766 966
1387 5901 -661
4656 7833 84
3855 2661 660
7946 5382 -227
6735 898 -984
8281 2298 -604
3104 8212 508
4172 2967 767
6621 1374 -932
8454 4897 45
6758 7452 64
6194 9310 405
3638 8141 201
2515 4118 136
7479 7275 -801
3363 7881 279
5785 1914 -79
8544 2588 153
2194 6087 638
7087 3474 519
7094 5552 -378
5061 1193 -201
1815 2607 -932
5068 1017 -592
6929 7107 -830
2392 4088 628
3049 4840 161
7041 8665 883
8812 90 827
8736 7881 -724
8346 7766 -236
5449 1577 394
6166 7126 570
4800 4338 170
1657 3992 -167
3479 7817 -807
3635 1347 -385
4850 1156 -368
6360 8386 785
4032 8441 -361
8460 8566 -229
1589 3870 -860
8391 5184 623
6719 6420 -291
1041 3209 -671
173 7205 -701
2055 7722 -741
6780 3806 -267
6390 4643 884
